"","bicor_test","cor_test","MAE_test","maxBiCor_Cor"
"cg02339457",0.611686050193866,0.626937540075887,0.00187952251455366,0.626937540075887
"cg02340142",0.799503895012587,0.769417764846595,0.0242331043927068,0.799503895012587
"cg02340863",0.988217310288503,0.998032594418777,0.00110906784770159,0.998032594418777
"cg02341818",-0.0619134588270132,-0.0396885746613216,0.0227932110219584,-0.0396885746613216
"cg02342576",0.9790250031892,0.981372307984358,0.000728544915918727,0.981372307984358
"cg02343252",0.711983610240395,0.705894416535011,0.00251116250599295,0.711983610240395
"cg02343568",0.930224986460825,0.930974451531164,0.0100355673622368,0.930974451531164
"cg02343592",NA,NA,0.0116928945800508,NA
"cg02343936",0.972487713470488,0.981867027791703,0.00376905049177517,0.981867027791703
"cg02344882",NA,NA,0.0619029238775185,NA
"cg02347319",0.9480582176816,0.999922522990316,0.00211756723810299,0.999922522990316
"cg02347879",0.99206003495373,0.992118509709221,0.00103196409080364,0.992118509709221
"cg02349046",0.939958320004864,0.949920823858389,0.00142636879288516,0.949920823858389
"cg02349142",NA,NA,0.00995211896156756,NA
"cg02349847",0.987430663875626,0.986184439396665,0.00467010293057563,0.987430663875626
"cg02351188",0.816557171927174,0.988664609213167,0.000922098056784504,0.988664609213167
"cg02351382",0.407939137707526,0.442764135289513,0.00362372317499693,0.442764135289513
"cg02352577",0.937849126682729,0.945236246052111,0.00561340900964025,0.945236246052111
"cg02352801",0.946698285849386,0.934095689034888,0.00203698989970608,0.946698285849386
"cg02353150",-0.242731435645694,0.288922042907072,0.00139003723506687,0.288922042907072
"cg02353301",0.91498878233829,0.886787577026832,0.00533827794186459,0.91498878233829
"cg02353307",0.859769150453319,0.863951509595762,0.00346161547569085,0.863951509595762
"cg02354041",0.955803846634055,0.957063441165499,0.000397609020530154,0.957063441165499
"cg02354294",0.542826985890955,0.575208588194764,0.00364107517813944,0.575208588194764
"cg02355269",0.942179508783941,0.954591798184042,0.00294901117830687,0.954591798184042
"cg02358291",NA,NA,0.017829796436715,NA
"cg02359579",0.726438973609622,0.718425457821872,0.0150879150564902,0.726438973609622
"cg02360445",0.798624523580586,0.925905926093918,0.00315192750279863,0.925905926093918
"cg02361987",0.992716787140492,0.997578734970102,0.00203394151461178,0.997578734970102
"cg02362875",0.38810661017982,0.980304862783542,0.00915838105521904,0.980304862783542
"cg02363882",0.9442582780871,0.943234521965858,0.00136236902830861,0.9442582780871
"cg02364050",0.814728169657152,0.811879107938947,0.000866673157840558,0.814728169657152
"cg02364642",0.992659004454121,0.996910900541926,0.00137953914505126,0.996910900541926
"cg02365170",0.683016880298079,0.892755996118938,0.0100078824474462,0.892755996118938
"cg02365546",0.934987211524942,0.93786329672586,0.00982478986627033,0.93786329672586
"cg02366106",0.596758311342331,0.756696322107122,0.00181378639807306,0.756696322107122
"cg02366337",0.804126835257893,0.829594005039508,0.00144039106400057,0.829594005039508
"cg02366398",0.95915575937456,0.962549614671317,0.0067757250591205,0.962549614671317
"cg02367316",0.974445815463048,0.974868113924015,0.0189565400084985,0.974868113924015
"cg02368037",0.999250770977589,0.999925536461494,0.000161813173573111,0.999925536461494
"cg02368058",0.888099307444141,0.921929335403744,0.00452164678781354,0.921929335403744
"cg02368158",0.666537110999421,0.712885402084851,0.0026868402357495,0.712885402084851
"cg02369056",0.969670927688665,0.972119118209029,0.000758268727362288,0.972119118209029
"cg02369843",0.788211275667257,0.891066313181636,0.00260879102335942,0.891066313181636
"cg02370248",0.870349443685319,0.862534936799847,0.00229013107528458,0.870349443685319
"cg02371571",0.66340955494583,0.645453930508019,0.0136996899991165,0.66340955494583
"cg02374131",0.767727071292508,0.780771290415057,0.00163779225637273,0.780771290415057
"cg02374677",0.879975817762622,0.881157001660804,0.00357093138030135,0.881157001660804
"cg02375248",0,0,0.000285823133127472,0
"cg02376561",0.984829094547273,0.986858234927566,0.000744260464684066,0.986858234927566
"cg02376954",0.742887731709486,0.69213169334313,0.00236990163379475,0.742887731709486
"cg02377948",0.805257760755205,0.807393970925584,0.00607318334332099,0.807393970925584
"cg02379339",0.989441947669894,0.992892400594167,0.0008360324784914,0.992892400594167
"cg02379609",0.956407068962775,0.954392941004775,0.0037148263566687,0.956407068962775
"cg02379880",0.949496345847907,0.966814645149285,0.00208062115136837,0.966814645149285
"cg02379904",0.802881990069314,0.84519290169908,0.00166482546288226,0.84519290169908
"cg02380426",0.88715773818517,0.904799758813793,0.0669900483106518,0.904799758813793
"cg02382000",0.968381504482239,0.96352761411388,0.011510648731909,0.968381504482239
"cg02382880",0.995977832201023,0.995275605396656,0.000220933605148022,0.995977832201023
"cg02382944",0.90454972713585,0.959510552029137,0.0140204449058431,0.959510552029137
"cg02383526",0.951348916747617,0.971255327937602,0.00263803580091299,0.971255327937602
"cg02383785",0.962493503182953,0.972855605227212,0.00543035935284351,0.972855605227212
"cg02384111",0.922443672003748,0.908473780958074,0.00146827933687338,0.922443672003748
"cg02384124",0.693736694925506,0.717958890039543,0.0630021573930961,0.717958890039543
"cg02384859",0.932615079915984,0.976052547987765,0.00710676475135974,0.976052547987765
"cg02385429",0.888971800611726,0.95624764682663,0.00359098847058324,0.95624764682663
"cg02386575",0.92504054352942,0.971329808352088,0.00167712022929484,0.971329808352088
"cg02386933",0.900942993164355,0.901243803231581,0.00284526112398104,0.901243803231581
"cg02386994",0.97994446837163,0.981113168769284,0.00483457717823704,0.981113168769284
"cg02387263",0.999244646311469,0.999776203162672,0.00149165335333756,0.999776203162672
"cg02387898",0.983151771016044,0.986424636456404,0.000529119545122803,0.986424636456404
"cg02388150",0.901197659398805,0.993598967875668,0.00792188468145379,0.993598967875668
"cg02388378",0.614989892205909,0.850313403245111,0.0039660046343775,0.850313403245111
"cg02389125",0.693008287846258,0.843116111053574,0.010818464066315,0.843116111053574
"cg02389140",0.530669324522544,0.951217718678672,0.00579424138291529,0.951217718678672
"cg02391262",0.767414059837603,0.765064528394167,0.000595610888546925,0.767414059837603
"cg02392100",0.793815189922737,0.960790722899504,0.00550455768152119,0.960790722899504
"cg02393105",0.722937575394022,0.82072542364089,0.00744883281421593,0.82072542364089
"cg02394031",0.930251356257319,0.937213889962367,0.00152364515192061,0.937213889962367
"cg02396332",0.999769603380383,0.999830460191433,4.57370624183939e-05,0.999830460191433
"cg02396907",0.976976700235975,0.986604271454268,0.00440459135795496,0.986604271454268
"cg02397231",0.621311927203839,0.968464465341751,0.00352741587950389,0.968464465341751
"cg02398016",0.934687757629158,0.936478644559786,0.0163675967296219,0.936478644559786
"cg02398612",0.941231013950165,0.947548001084529,0.00144313250098074,0.947548001084529
"cg02398849",0.913789144893393,0.915659250921521,0.00160964020258941,0.915659250921521
"cg02399020",0.968957123679679,0.965391523039615,0.0010964534987668,0.968957123679679
"cg02400551",0.867172971359758,0.910256898259557,0.00241773804229845,0.910256898259557
"cg02400954",0.572868139301947,0.811648800367416,0.00495062340522301,0.811648800367416
"cg02402843",0.991137908814202,0.992720849500954,0.000746476386635331,0.992720849500954
"cg02402921",0.685250295683704,0.84374548177432,0.0171018107119145,0.84374548177432
"cg02402946",0.915357068831864,0.935586837245432,0.0194596642213094,0.935586837245432
"cg02404145",0.935490150471818,0.967052787325588,0.00403730357389731,0.967052787325588
"cg02404574",0.960211149392438,0.989989043884524,0.00147127890553084,0.989989043884524
"cg02404657",0.911400474288683,0.914649006570836,0.00114901680338364,0.914649006570836
"cg02405742",0.942115869951176,0.968336518834939,0.000596608609907401,0.968336518834939
"cg02407736",0.870666364953423,0.902430911147197,0.021365042920797,0.902430911147197
"cg02407848",0.612273730030998,0.826051130309616,0.0015977880399311,0.826051130309616
"cg02409454",0.588655956132899,0.551170864761815,0.0604099826186869,0.588655956132899
"cg02410726",0.518725443813341,0.799361577004759,0.0160575910006635,0.799361577004759
"cg02411450",0.999649059062525,0.999647429569054,0.000179549580817895,0.999649059062525
"cg02411865",0.937993426080998,0.946331928114737,0.0117650266250643,0.946331928114737
"cg02412398",0.98167667945589,0.986975403039148,0.000384818342397619,0.986975403039148
"cg02413779",0.978148746364566,0.976957900107968,0.00250040073338292,0.978148746364566
"cg02416191",0.791519791535798,0.871512857351498,0.00182267469375935,0.871512857351498
"cg02416504",0,0,0.0022428082997959,0
"cg02417230",0.983701067868696,0.992416870789536,0.0012009074716523,0.992416870789536
"cg02418783",0.79336563140243,0.907049070436248,0.00568457926737488,0.907049070436248
"cg02419180",0.814003745055219,0.814199970270365,0.00146923586664954,0.814199970270365
"cg02419397",0.831992619772031,0.816688161739464,0.000911276601757272,0.831992619772031
"cg02420467",0.775080646513425,0.800244705731377,0.0236818348119898,0.800244705731377
"cg02420850",0.71859065518346,0.846680669109674,0.00144808913295767,0.846680669109674
"cg02421077",0.639306373868089,0.668647914787775,0.000410626431287542,0.668647914787775
"cg02421251",0.428580394024409,0.404687731814974,0.0397184244171968,0.428580394024409
"cg02421449",0.866416233616234,0.911876542562277,0.00523074711978327,0.911876542562277
"cg02422559",0.966775715821447,0.953389403593204,0.00210670588818607,0.966775715821447
"cg02423021",0.340728050399536,0.390053297483139,0.00216566468495256,0.390053297483139
"cg02424565",0.944837467049794,0.93763346265797,0.00115363034592808,0.944837467049794
"cg02424832",0.951067673850142,0.948083650859282,0.0088166356362766,0.951067673850142
"cg02426735",0.997274373196674,0.998674824097098,0.00408982473725372,0.998674824097098
"cg02427264",0.87128690703514,0.871431731962882,0.0195106519856969,0.871431731962882
"cg02428365",0.952781630810004,0.9689583028478,0.00489831329320362,0.9689583028478
"cg02429111",0.844534780629928,0.848203306240433,0.00237243429108058,0.848203306240433
"cg02429698",0.263919436100172,0.749527639146051,0.012737958814761,0.749527639146051
"cg02430333",0.937503522921782,0.947133749567884,0.00370648939536328,0.947133749567884
"cg02431008",0.958470045929352,0.961918699354941,0.00433920635378793,0.961918699354941
"cg02431139",0.909148394619748,0.938953858174698,0.0205176687398931,0.938953858174698
"cg02431759",0.622537097214906,0.698549275515733,0.01802481912465,0.698549275515733
"cg02432171",0.905893116951985,0.983555576284574,0.00914222137953064,0.983555576284574
"cg02434126",0.821526351841208,0.844595595594757,0.00470054274578224,0.844595595594757
"cg02434996",0.984941010012698,0.985804117160268,0.00314688762170307,0.985804117160268
"cg02436795",0.836918278386992,0.866894112756936,0.000537476902150058,0.866894112756936
"cg02437639",0.956986000017872,0.966686032046509,0.00457216184382275,0.966686032046509
"cg02437705",0.256267710262364,0.702266853188189,0.0105417187840084,0.702266853188189
"cg02438293",0.971137052944252,0.969995702082079,0.00196772308833199,0.971137052944252
"cg02439040",0.900748025396607,0.960896323592411,0.0134258894789375,0.960896323592411
"cg02441231",0.972503287547998,0.980076335256619,0.000787067399746932,0.980076335256619
"cg02443198",0.997282083977384,0.997253169085769,0.000590868707062209,0.997282083977384
"cg02444070",0.92740162683626,0.958391605111459,0.00486232333297965,0.958391605111459
"cg02445202",0.94541418111823,0.952017093529941,0.00125301142208128,0.952017093529941
"cg02446738",0.483051561413149,0.743646806363508,0.0335543630752055,0.743646806363508
"cg02447322",0.6148794002545,0.758282599329277,0.029515202942479,0.758282599329277
"cg02448386",0.919445498287327,0.900765619011389,0.00349375501884232,0.919445498287327
"cg02448718",0.94562257552557,0.957121178018488,0.00123283206323577,0.957121178018488
"cg02448802",0.968781827400555,0.967718354152644,0.000637112705071774,0.968781827400555
"cg02449289",0.729123803708356,0.741826783435027,0.00390930325611411,0.741826783435027
"cg02450273",0.434702140852312,0.414037399934932,0.00342446826673742,0.434702140852312
"cg02452410",0.853341405026014,0.963671600013384,0.00683203984312858,0.963671600013384
"cg02453401",0.997759713104744,0.997521848086767,0.000898799958953367,0.997759713104744
"cg02455024",0.545921909299628,0.955357533459909,0.00758112206442946,0.955357533459909
"cg02455094",0.987294267304192,0.986142974488516,0.00166138937978719,0.987294267304192
"cg02456288",0.968952729276744,0.976955519977004,0.00583684520154993,0.976955519977004
"cg02456666",0.999697608524019,0.999897567521345,6.9658683617857e-05,0.999897567521345
"cg02456804",0.979354800366149,0.992646926879593,0.00168143802863741,0.992646926879593
"cg02457016",0.71320111398925,0.826448046385694,0.0129671499008208,0.826448046385694
"cg02458378",0.761350741931604,0.837252209174764,0.0382862518313028,0.837252209174764
"cg02458484",0.998673559450916,0.998178120755916,0.00144986486783133,0.998673559450916
"cg02459351",0.943628114841294,0.926757636941698,0.00124787089466494,0.943628114841294
"cg02462130",0.640584025932156,0.724505224463867,0.0323852771213232,0.724505224463867
"cg02462519",0.499012334340002,0.625665254721666,0.00266535162136787,0.625665254721666
"cg02466247",0.892044142746296,0.90975191511167,0.0155853268999891,0.90975191511167
"cg02466947",0.946529791726507,0.971603459799451,0.00718597392687116,0.971603459799451
"cg02468520",0.86740737289455,0.849537338074464,0.00156742697915008,0.86740737289455
"cg02469672",0.861128544241613,0.921837230973399,0.0108093135839739,0.921837230973399
"cg02469681",0.947300095511718,0.94459099115083,0.00110005600854651,0.947300095511718
"cg02469990",0.978975802521351,0.997461045590528,0.000479409202828608,0.997461045590528
"cg02470096",0.834128530965608,0.921408746092819,0.0156994386517498,0.921408746092819
"cg02470288",0.952620828412021,0.954673205048582,0.00695126013056818,0.954673205048582
"cg02470595",0.894744528763323,0.900527079865156,0.00660980215332913,0.900527079865156
"cg02470738",0.705599084376389,0.697873101996307,0.00173354175478533,0.705599084376389
"cg02471195",0.938253591684698,0.943931342455685,0.00060045442989437,0.943931342455685
"cg02471603",0.795073615949403,0.893997408206394,0.00200147523501015,0.893997408206394
"cg02473043",0.962030472279367,0.961832878134973,0.00144191748820352,0.962030472279367
"cg02473887",0.798892652770405,0.865631932343161,0.00159047353502639,0.865631932343161
"cg02474076",0.943628652669901,0.960411351982134,0.00267297460084098,0.960411351982134
"cg02474118",0.512251258853823,0.628846016673659,0.0285898933511263,0.628846016673659
"cg02474352",0.7694650768823,0.795313624716764,0.00324714233241613,0.795313624716764
"cg02476543",0.776055612073514,0.805782213031199,0.0013805659657522,0.805782213031199
"cg02476808",0.919996796113638,0.925272923825145,0.00355574114157431,0.925272923825145
"cg02478218",0.687749634999122,0.694629382388672,0.00213958477251469,0.694629382388672
"cg02478760",0.79706573020354,0.938247949427111,0.00568513732392524,0.938247949427111
"cg02479575",0.894396648173236,0.889473455828041,0.00581856885254615,0.894396648173236
"cg02479825",0.963232013353422,0.962862574106379,0.00123760574261511,0.963232013353422
"cg02480299",0.997833892369615,0.998121398615664,0.000763510207271056,0.998121398615664
"cg02480322",0.999534794727636,0.999603033338892,0.000307621678341474,0.999603033338892
"cg02480835",0.731485073218255,0.75053126914055,0.00178017080395693,0.75053126914055
"cg02481504",0.809943174574955,0.818616828008013,0.00962596384537892,0.818616828008013
"cg02481736",0.472787643761214,0.777314569155132,0.0187949877961384,0.777314569155132
"cg02482035",0.736533827659128,0.801484343475748,0.00216790934083605,0.801484343475748
"cg02482206",0.374015821211296,0.97896531869537,0.00488662508371696,0.97896531869537
"cg02483102",0.711292275341153,0.779149590993415,0.00289195833390815,0.779149590993415
"cg02486590",0.883512525269015,0.880235003984347,0.00124295520171469,0.883512525269015
"cg02486904",0.952741662536382,0.957071258615098,0.00414206387709095,0.957071258615098
"cg02487354",0.792171048482495,0.780753681821819,0.0270816341154532,0.792171048482495
"cg02487734",0.73539712496107,0.853202347274305,0.00253511517494685,0.853202347274305
"cg02489552",0.987631677446266,0.990487920151952,0.0102753528120425,0.990487920151952
"cg02490942",0.514532172700641,0.798245954623419,0.000165076750055226,0.798245954623419
"cg02491716",0.350804406165093,0.935848444289857,0.00616379898311231,0.935848444289857
"cg02491874",0.76187256875571,0.799461032028279,0.011840508856814,0.799461032028279
"cg02492629",0.722728496157458,0.783421927771534,0.0198412528384881,0.783421927771534
"cg02494169",0.960701742711511,0.967682875659418,0.00492799228031604,0.967682875659418
"cg02495519",0.888693613441783,0.931785807916528,0.00447358355024844,0.931785807916528
"cg02495570",0.77402885598774,0.785976052626659,0.00119366756261335,0.785976052626659
"cg02496392",0.692114507668355,0.692742585312326,0.00213269388278808,0.692742585312326
"cg02496796",0,0,0.0410149474159317,0
"cg02497241",0.944876812232328,0.950384449890091,0.00119942114873003,0.950384449890091
"cg02497242",0.861839173686194,0.875113476415383,0.00420058182035732,0.875113476415383
"cg02498174",0.992683449320819,0.996986824614313,0.00211126325199973,0.996986824614313
"cg02499214",0.912369591951816,0.919578441658262,0.00550191292717733,0.919578441658262
"cg02499249",0.998220304614577,0.999517657612034,0.000158730875437555,0.999517657612034
"cg02499472",0.0454181755472051,0.667735672310151,0.0102979221921347,0.667735672310151
"cg02499612",0.589321362800779,0.646218734956967,0.000948931335163007,0.646218734956967
"cg02499765",0.999798434109771,0.999798319884154,8.38311651439883e-05,0.999798434109771
"cg02499843",0.270692210689685,0.375730299353793,0.00319838400404565,0.375730299353793
"cg02500125",0.547423045763177,0.752942997606945,0.00522401349961221,0.752942997606945
"cg02500861",0.834244229018908,0.903599511723719,0.0629251406847647,0.903599511723719
"cg02500887",0.976778405098225,0.98271391724541,0.0056897819257028,0.98271391724541
"cg02501718",0.896293849963605,0.935843782650202,0.00328481868015413,0.935843782650202
"cg02502477",0.96484190778149,0.97421704462679,0.00647392571254961,0.97421704462679
"cg02503114",0.81626719726669,0.791436575473387,0.00133338445372411,0.81626719726669
"cg02503271",0.881980598333965,0.881145418671802,0.00324989918702734,0.881980598333965
"cg02503970.1",NA,NA,0.00317288609841925,NA
"cg02503970.2",NA,NA,0.00140428143525708,NA
"cg02505036",0.539213774249637,0.993560594863586,0.00742762096351268,0.993560594863586
"cg02505929",0.833568055698778,0.897364947597192,0.0223351627646038,0.897364947597192
"cg02506421",0,0,0.00740722138400157,0
"cg02507211",0.739640817331142,0.736515574322455,0.0527569283254573,0.739640817331142
"cg02508227",0.999825371753454,0.999804131971062,0.000202514343752014,0.999825371753454
"cg02508649",0.890497536644553,0.916393114913266,0.00857539588200268,0.916393114913266
"cg02510297",0.997934266797188,0.997785853705074,0.000447138992315309,0.997934266797188
"cg02512015",NA,NA,0.0088933235689167,NA
"cg02512248",0.889451942790637,0.965978667560434,0.0116272386292046,0.965978667560434
"cg02513630",0.915281616993709,0.910169536150831,0.00371428108207122,0.915281616993709
"cg02514296",0.96773986379856,0.963553125128904,0.00149895175566855,0.96773986379856
"cg02514623",0.741196915053744,0.702476857666177,0.00208200135366546,0.741196915053744
"cg02515217",0.987622311879876,0.989426199398515,0.00316694634433184,0.989426199398515
"cg02515494",0.940452988220199,0.967393521570632,0.015879982517163,0.967393521570632
"cg02515765",0.950053126844069,0.950397047643041,0.00260263333035643,0.950397047643041
"cg02516167",0.700674972072608,0.746031265891566,0.00484420543651042,0.746031265891566
"cg02516694",0.956924432885405,0.957646871605857,0.00858389199299064,0.957646871605857
"cg02517134",0.991931696688746,0.993214408746561,0.00112530197785305,0.993214408746561
"cg02517767",0,0,0.00151406351156043,0
"cg02518713",0.712397483141926,0.872411058366138,0.00495769746753733,0.872411058366138
"cg02518727",0.952272285564306,0.955506096956082,0.00393107949993221,0.955506096956082
"cg02518760",0.522326568037722,0.873582901166174,0.00258495898922712,0.873582901166174
"cg02519894",0.777986736166681,0.908010410722721,0.00296565260081205,0.908010410722721
"cg02520735",0.600052785847727,0.859329469681143,0.0318853515208779,0.859329469681143
"cg02520894",0.97861226718243,0.991227310200156,0.00362668909190761,0.991227310200156
"cg02521320",0.403968910582271,0.404877150565911,0.00287224833797578,0.404877150565911
"cg02521592",0.873439941733228,0.93769692657758,0.00132657760764493,0.93769692657758
"cg02522446",0.677135895615166,0.684513385648512,0.0214476546721927,0.684513385648512
"cg02523045",0.89569772044618,0.884437564270588,0.00428839593027291,0.89569772044618
"cg02523575",0.592155404610469,0.822387952278732,0.0213375439509877,0.822387952278732
"cg02524112",0.991016155944644,0.992175777547703,0.00113450112352159,0.992175777547703
"cg02524361",0.790202249836139,0.861078618303723,0.00225162238302484,0.861078618303723
"cg02524816",0.845823989068224,0.852760236529243,0.00228977870637821,0.852760236529243
"cg02524931",0.920588803799697,0.930635589433847,0.00116506344013406,0.930635589433847
"cg02525396",0.976102964469903,0.981334853149793,0.00103912156156059,0.981334853149793
"cg02526409",0.716267783188008,0.921813458606105,0.00119849802113492,0.921813458606105
"cg02526543",0.537210542886209,0.55252642296422,0.0475724210587606,0.55252642296422
"cg02527701",0.957639400598099,0.959495861916856,0.000765668546018061,0.959495861916856
"cg02529156",0.984506655859277,0.985843747269993,0.00565313812436374,0.985843747269993
"cg02529685",0.979596046893656,0.9863027924092,0.00109092952340556,0.9863027924092
"cg02530320",0.218310762193516,0.945911884264448,0.00328373524940995,0.945911884264448
"cg02530738",0.952999002239439,0.948660379262678,0.00130319308050328,0.952999002239439
"cg02531138",0.44428057463322,0.989355847268883,0.0103408386171536,0.989355847268883
"cg02532488",0.980541217448133,0.9811532331476,0.00162477485018406,0.9811532331476
"cg02532525",0.383788950224483,0.464839082575493,0.00479298092193706,0.464839082575493
"cg02533142",0.977294498207043,0.984035242828222,0.00174909446862659,0.984035242828222
"cg02533268",0.956698327233864,0.941269044445865,0.00875408630173051,0.956698327233864
"cg02533269",0.935873437346315,0.940295699049271,0.00368608833401157,0.940295699049271
"cg02534193",0.956767347985799,0.978657802332272,0.00609087060794716,0.978657802332272
"cg02534279",0.849588054845703,0.862939159354977,0.00296121145520284,0.862939159354977
"cg02534659",0.90828330436554,0.936902672320716,0.00384932155078793,0.936902672320716
"cg02536733",0.998688299682004,0.999210650640693,0.00211451888044994,0.999210650640693
"cg02536838",0.961074804509518,0.974021530549795,0.00518247557512208,0.974021530549795
"cg02537346",0.893785476825039,0.883113196372828,0.00258285083828836,0.893785476825039
"cg02538199",0.956270854264869,0.953945382615191,0.00109267208102466,0.956270854264869
"cg02539177",0.363850592107626,0.298081999480497,0.0216285441485442,0.363850592107626
"cg02540142",0.954486599157301,0.972243585263193,0.00342791168611227,0.972243585263193
"cg02540683",0.965356638641935,0.969288742864494,0.000708995622216824,0.969288742864494
"cg02545350",0.93347754229092,0.931882194626879,0.00441468537734629,0.93347754229092
"cg02545439",0.979787697603592,0.976018896990515,0.00149964815371739,0.979787697603592
"cg02545516",0.988885240837275,0.98851115701241,0.00738510898121797,0.988885240837275
"cg02545818",0.877781226307766,0.907704549014555,0.00135515098687114,0.907704549014555
"cg02546486",0.98766588603541,0.994982057924437,0.0015504756670402,0.994982057924437
"cg02546724",0.790240681748774,0.949797118019426,0.00914754359470411,0.949797118019426
"cg02546833",0.699171774949945,0.990497078630141,0.006411887809539,0.990497078630141
"cg02548732",0.684927759431592,0.652146338911445,0.0111893723141147,0.684927759431592
"cg02549298",0.851419849703931,0.872618578752876,0.000810180351581591,0.872618578752876
"cg02550195",0.614240537161659,0.802848306569813,0.000986389624970873,0.802848306569813
"cg02550277",0.898348163970278,0.978558032170797,0.00514415053055321,0.978558032170797
"cg02550660",0.854113178024481,0.872570776680382,0.0185423980237334,0.872570776680382
"cg02550880",0.919408750488345,0.967707432905517,0.00127898907417184,0.967707432905517
"cg02551260",0.44369280902669,0.912421376685781,0.0116709512155276,0.912421376685781
"cg02551294",0.965313191246929,0.963560320069525,0.00261787651152906,0.965313191246929
"cg02551506",0.873121877927596,0.865141380740757,0.0209219597349475,0.873121877927596
"cg02551680",0,0,0.000746032415227695,0
"cg02551882",NA,NA,0.00154616768481842,NA
"cg02553441",0.94639026026685,0.945257383322234,0.00573379408048563,0.94639026026685
"cg02553697",0.892518033483453,0.908253575473213,0.00108502441628289,0.908253575473213
"cg02554051",0.861954781530496,0.927350189491504,0.00840776036742574,0.927350189491504
"cg02554345",0.919507049842572,0.93913062428244,0.00696307585180114,0.93913062428244
"cg02554923",0.923152107107779,0.938764518822487,0.00424559207448544,0.938764518822487
"cg02555243",0.994618468640752,0.994693983181418,0.000228933000559928,0.994693983181418
"cg02556899",0.997167104700178,0.996227095604916,0.00152683060277439,0.997167104700178
"cg02558751",0.912750576126493,0.919440025613036,0.00355873399228387,0.919440025613036
"cg02561723",0.995140933540438,0.996949501551359,0.00285644604863383,0.996949501551359
"cg02562493",0.903301173451039,0.967477733471463,0.00491681732646349,0.967477733471463
"cg02565008",0.944191264380614,0.963290623040816,0.0231759305022262,0.963290623040816
"cg02565841",0.761686848817695,0.840563794556602,0.00282481835922799,0.840563794556602
"cg02569533",0.953245969832809,0.959427557681866,0.00212304450293655,0.959427557681866
"cg02570800",0.889653031978482,0.895872848648738,0.00332588123941946,0.895872848648738
"cg02571413",0.977571336470415,0.976829238430711,0.0160546294464174,0.977571336470415
"cg02572134",0.926897663661496,0.933208576955943,0.00159338381170637,0.933208576955943
"cg02572224",0.860790915171466,0.951105696337298,0.00669394567413605,0.951105696337298
"cg02572855",0.894431134837347,0.896333728517806,0.00936051816640743,0.896333728517806
"cg02572873",0.946554893985355,0.961661946108292,0.000858987535192202,0.961661946108292
"cg02574073",0.998285447465829,0.998625018460982,0.00409566825885904,0.998625018460982
"cg02574410",0.745837741429719,0.741977614026876,0.00163785133343876,0.745837741429719
"cg02574621",0.971746428320181,0.980158233640676,0.00155532649988543,0.980158233640676
"cg02574734",0.960518915214854,0.955718036626184,0.00369283548833471,0.960518915214854
"cg02575407",0.968668563164485,0.979273924866281,0.00176450703547337,0.979273924866281
"cg02576158",0.999713806412513,0.999877249968351,6.85241259397174e-05,0.999877249968351
"cg02577634",0.848656867193187,0.874371148757684,0.00805498637225871,0.874371148757684
"cg02577849",0.999722695669091,0.999730615783771,0.000185066189234862,0.999730615783771
"cg02577949",0.999703966363131,0.999833957781684,9.27517241528508e-05,0.999833957781684
"cg02577991",0.80136091496578,0.996496987480933,0.00268207531149384,0.996496987480933
"cg02578087",0.779817218603651,0.745189447749976,0.0216143313685372,0.779817218603651
"cg02578827",0.976643195428062,0.975774686894151,0.00538163489394156,0.976643195428062
"cg02579003",0.823199827520705,0.808599408095359,0.00280538703856376,0.823199827520705
"cg02580016",0.530772718295431,0.995717816564317,0.00361770005422273,0.995717816564317
"cg02580606",0.83653372670352,0.844816246159661,0.00488717242617698,0.844816246159661
"cg02581097",NA,NA,0.00372332508961214,NA
"cg02581793",0.969096222053949,0.9640222086912,0.000714388643627328,0.969096222053949
"cg02582218",0.995125785561347,0.997481924166197,0.00091805600972622,0.997481924166197
"cg02582875",0.980254032470288,0.982772158084611,0.00177049124088774,0.982772158084611
"cg02583033",0,0,0.0095385060750125,0
"cg02583104",0.972656007388437,0.97630294086558,0.00663629144069755,0.97630294086558
"cg02584590",0.854505247168777,0.900672338010749,0.00996178768167916,0.900672338010749
"cg02584868",0.936901444295325,0.932649518464205,0.00788130545944665,0.936901444295325
"cg02585505",0.679234047295058,0.726847619195557,0.00190691524211002,0.726847619195557
"cg02585932",0.999575206308949,0.999871585626395,0.000113227762581262,0.999871585626395
"cg02586638",0.505136146479188,0.481820655920836,0.0339597506736651,0.505136146479188
"cg02586754",0.841205449686735,0.815988792787673,0.00181174708787318,0.841205449686735
"cg02587674",0.29468291519758,0.249260261912126,0.00259412649149143,0.29468291519758
"cg02587840",NA,NA,0.00224286072202895,NA
"cg02588235",0,0,0.00156147290203619,0
"cg02588333",0.980575648851369,0.984597438491562,0.00273111141373361,0.984597438491562
"cg02588889",0.988670320872794,0.99262371277913,0.0139846440719387,0.99262371277913
"cg02591564",0.662431544321888,0.668672082601509,0.000676787888680086,0.668672082601509
"cg02592763",0.999709353455894,0.99985791537342,5.91446886364921e-05,0.99985791537342
"cg02593178",0.972156243419376,0.979126686029665,0.00721175014995386,0.979126686029665
"cg02593513",0.989693159015123,0.990160888836034,0.0070842878310447,0.990160888836034
"cg02593752",0.900006264243181,0.912943715723944,0.00392036017790514,0.912943715723944
"cg02593960",0.420036550762718,0.97209575488004,0.00173703157793309,0.97209575488004
"cg02594577",0.233339271373291,0.204032961007332,0.00624018905861139,0.233339271373291
