Probe_ID,M,U,col
cg03529762,NA,9735488,NA
cg03532626,NA,81664862,NA
cg03533765,NA,26615142,NA
cg03534188,NA,97607423,NA
cg03535648,NA,76770321,NA
cg03535689,NA,90711125,NA
cg03536049,NA,97675945,NA
cg03536788,NA,20764567,NA
cg03536971,NA,36690834,NA
cg03537184,NA,45652899,NA
cg03537644,NA,9784262,NA
cg03538296,NA,2638324,NA
cg03538828,NA,87637405,NA
cg03539526,NA,52719202,NA
cg03541332,27682284,9613146,R
cg03541551,NA,31750826,NA
cg03541927,NA,2637575,NA
cg03542000,NA,31675256,NA
cg03542972,NA,21737591,NA
cg03543715,NA,51602832,NA
cg03543893,NA,59653980,NA
cg03544250,NA,5705243,NA
cg03545303,99802584,52730260,R
cg03545606,NA,97609385,NA
cg03546456,NA,31623570,NA
cg03547095,NA,40696966,NA
cg03547245,NA,14712949,NA
cg03547462,NA,41631849,NA
cg03547924,NA,67681981,NA
cg03548253,NA,41769822,NA
cg03549582,NA,2802509,NA
cg03552156,NA,99603324,NA
cg03553364,NA,91717554,NA
cg03554099,NA,12719855,NA
cg03554311,NA,96690314,NA
cg03555227,NA,58624181,NA
cg03556243.1,NA,41690966,NA
cg03556243.2,NA,9675306,NA
cg03556525,NA,15690963,NA
cg03556771,NA,92769246,NA
cg03556909,76626282,43723900,G
cg03557129,NA,58699839,NA
cg03557306,NA,90758371,NA
cg03557449,NA,89618407,NA
cg03558723,58764893,28784820,R
cg03558754,NA,86725181,NA
cg03558811,NA,40808933,NA
cg03558909,NA,72710880,NA
cg03559209,NA,87604537,NA
cg03561281,NA,20734284,NA
cg03561999,NA,2671955,NA
cg03563956,NA,75602582,NA
cg03564053,NA,84602527,NA
cg03564272,NA,99763279,NA
cg03565081,NA,79747496,NA
cg03565180,NA,3617216,NA
cg03565323,NA,81735112,NA
cg03565344,NA,78776563,NA
cg03565531,NA,15789839,NA
cg03566885,NA,39654165,NA
cg03568747,NA,4786949,NA
cg03569436,NA,89659970,NA
cg03569829,NA,2639117,NA
cg03571234,NA,8700894,NA
cg03571891,NA,10742223,NA
cg03572284,NA,53654100,NA
cg03572508,NA,75732434,NA
cg03572878,NA,66629886,NA
cg03574244,NA,30611115,NA
cg03574837,NA,28715285,NA
cg03575911,NA,65682952,NA
cg03576335,NA,26617858,NA
cg03576422,76704523,87786121,R
cg03578041,NA,97740383,NA
cg03578696,NA,90718441,NA
cg03581450,NA,6668166,NA
cg03581780,NA,47808896,NA
cg03581876,NA,75767232,NA
cg03582041,NA,66795147,NA
cg03582645,NA,85738879,NA
cg03583550,NA,72775582,NA
cg03584734,NA,5653306,NA
cg03586106,NA,97624491,NA
cg03586368,NA,31808991,NA
cg03587526,NA,9646298,NA
cg03587645,NA,75645567,NA
cg03587925,NA,86622356,NA
cg03588035,NA,81753145,NA
cg03588357,NA,99702990,NA
cg03588806,NA,31687106,NA
cg03589795,NA,5653152,NA
cg03590466,NA,9668281,NA
cg03590800,NA,97612980,NA
cg03590843,NA,76717585,NA
cg03591776,NA,85650239,NA
cg03592357,NA,97742520,NA
cg03592537,NA,41690172,NA
cg03593926,NA,5626902,NA
cg03594978,NA,28640550,NA
cg03595990,NA,40642258,NA
cg03596170,NA,73668253,NA
cg03596782,NA,90746952,NA
cg03596984,NA,3652537,NA
cg03597059,NA,75678916,NA
cg03597491,NA,34785585,NA
cg03598181,NA,76673125,NA
cg03598469,NA,50652218,NA
cg03598662,NA,26750250,NA
cg03598688,NA,61804142,NA
cg03599633,NA,40612821,NA
cg03599829,NA,5708493,NA
cg03600207,NA,9764940,NA
cg03600422,NA,85762114,NA
cg03601723,7722569,85694491,R
cg03602189,NA,9639326,NA
cg03603034,NA,19740838,NA
cg03603104,NA,5636388,NA
cg03603326,35709904,63786279,R
cg03603403,NA,46668114,NA
cg03603629,NA,97737924,NA
cg03603703,NA,97637305,NA
cg03603997,NA,93640255,NA
cg03604970,NA,45637526,NA
cg03605454,NA,76774911,NA
cg03606435,NA,68658981,NA
cg03607117,NA,76674244,NA
cg03609458,NA,9715857,NA
cg03610236,NA,37652292,NA
cg03611487,NA,95767852,NA
cg03611818,NA,90772378,NA
cg03612672,NA,46777841,NA
cg03612954,NA,5695160,NA
cg03613012,NA,93661383,NA
cg03615156,NA,28790824,NA
cg03616753,NA,58712956,NA
cg03617050,NA,80689324,NA
cg03617806,NA,11627194,NA
cg03619501,NA,9744311,NA
cg03619800,NA,11757566,NA
cg03622764,NA,68750286,NA
cg03622918,2702820,10617880,G
cg03623417,NA,93743553,NA
cg03623878,NA,8799910,NA
cg03624519,NA,68789946,NA
cg03625494,NA,45670520,NA
cg03625898,NA,70775174,NA
cg03626038,NA,98663931,NA
cg03626557,NA,9744906,NA
cg03627197,NA,76607190,NA
cg03627756,NA,58640573,NA
cg03630310,NA,47776280,NA
cg03630442,NA,38778100,NA
cg03630714,NA,93650205,NA
cg03633658,NA,35681271,NA
cg03634254,NA,73742885,NA
cg03635671,NA,98713137,NA
cg03637218,NA,11776977,NA
cg03637267,NA,44697554,NA
cg03637425,46706946,97698559,R
cg03637988,NA,63741830,NA
cg03638659,NA,66605189,NA
cg03639474,NA,34758201,NA
cg03639636,5666174,35755526,R
cg03639783,NA,95740848,NA
cg03639871,NA,76647388,NA
cg03640209,NA,58643853,NA
cg03640592,NA,55653879,NA
cg03642296,NA,26720295,NA
cg03643658,NA,13725871,NA
cg03643998,NA,97690123,NA
cg03644155,NA,93611354,NA
cg03646571,NA,90684220,NA
cg03647331,NA,15644549,NA
cg03647858,NA,58724868,NA
cg03649609,NA,40801889,NA
cg03649776,NA,5609533,NA
cg03650138,NA,76714421,NA
cg03650994,NA,13664247,NA
cg03653137,63609282,50701534,R
cg03653244,NA,97607233,NA
cg03653554,NA,76712139,NA
cg03653835,NA,61637209,NA
cg03655701,NA,3725903,NA
cg03657398,NA,60801206,NA
cg03657570,NA,2781326,NA
cg03658879,21794949,76675394,R
cg03659156,NA,97672597,NA
cg03659513,NA,99689537,NA
cg03661236,NA,93654238,NA
cg03663215,NA,82675252,NA
cg03663497,NA,61790169,NA
cg03664025,NA,76653836,NA
cg03664125,NA,77675173,NA
cg03665107,NA,26651253,NA
cg03665271,NA,63717848,NA
cg03665521,NA,51649877,NA
cg03665633,NA,72724566,NA
cg03666004,NA,5715839,NA
cg03667077,NA,75635111,NA
cg03668274,NA,50660947,NA
cg03668409,NA,99654900,NA
cg03668418,NA,25762181,NA
cg03669298,NA,49804242,NA
cg03670162,NA,9675862,NA
cg03670761,NA,49713212,NA
cg03671103,NA,4603246,NA
cg03671849,NA,9714571,NA
cg03672541,NA,2699961,NA
cg03673113,NA,78639396,NA
cg03673311,13623906,58611534,R
cg03673687,NA,31764890,NA
cg03673751,NA,43733551,NA
cg03674256,NA,86622578,NA
cg03675182,86771541,60656930,R
cg03676044,NA,90606836,NA
cg03676512,NA,84745868,NA
cg03676977,NA,2720110,NA
cg03677257,NA,76666578,NA
cg03677729,NA,97745587,NA
cg03678139,NA,97794380,NA
cg03678173,NA,45796569,NA
cg03678271,NA,70699113,NA
cg03678731,NA,92744466,NA
cg03679521,96760324,96713175,G
cg03681470,NA,41772163,NA
cg03682073,NA,71623140,NA
cg03682823,NA,59749165,NA
cg03683496,NA,76639536,NA
cg03683773,NA,76665231,NA
cg03684591,NA,49607589,NA
cg03685180,NA,75790561,NA
cg03685652,NA,79697504,NA
cg03686174,NA,20757133,NA
cg03686643,75802317,76637582,G
cg03688394,NA,82672480,NA
cg03690227,NA,87720467,NA
cg03690818,73716247,75641111,R
cg03693556,73787288,70664972,R
cg03695609,NA,22780280,NA
cg03696101,NA,19689825,NA
cg03696706,NA,97624875,NA
cg03697136,NA,91649949,NA
cg03698421,NA,67683579,NA
cg03698965,NA,99769885,NA
cg03699276,NA,11796849,NA
cg03700312,NA,82700403,NA
cg03700602,NA,97622505,NA
cg03700961,NA,23695166,NA
cg03701585,NA,5759311,NA
cg03701670,NA,32621123,NA
cg03703325,NA,99793234,NA
cg03704861,NA,4694827,NA
cg03704990,NA,55707246,NA
cg03705387,NA,94672100,NA
cg03706094,NA,52617291,NA
cg03706372,NA,95778362,NA
cg03706561,NA,91781210,NA
cg03706830,NA,8605506,NA
cg03706840,NA,3604311,NA
cg03707556,NA,36645258,NA
cg03707960,NA,85801392,NA
cg03708116,84642988,79801339,R
cg03708221,NA,51610930,NA
cg03709033,NA,90793543,NA
cg03709073,NA,5749927,NA
cg03710142,NA,76642122,NA
cg03710447,NA,51689247,NA
cg03711182,NA,93797462,NA
cg03711808,NA,63726182,NA
cg03712198,NA,88711115,NA
cg03717151,NA,51637175,NA
cg03717201,NA,56784822,NA
cg03717442,NA,14689902,NA
cg03718129,NA,76775499,NA
cg03719089,NA,91716212,NA
cg03719598,NA,93796916,NA
cg03721347,NA,76802350,NA
cg03721697,NA,99741886,NA
cg03721768,NA,59702993,NA
cg03722295,NA,61743927,NA
cg03722442,89615993,3632939,R
cg03723285,NA,45690228,NA
cg03724408,NA,76750960,NA
cg03724450,NA,81796928,NA
cg03724518,90796442,86781448,R
cg03724838,NA,63809239,NA
cg03724882,NA,63661110,NA
cg03724896,NA,91806465,NA
cg03724931,NA,9797267,NA
cg03726556,NA,20731849,NA
cg03727096,NA,6682371,NA
cg03727787,NA,61643555,NA
cg03728138,NA,46675595,NA
cg03729250,NA,11764140,NA
cg03732545,NA,94772851,NA
cg03734211,NA,68690582,NA
cg03734252,NA,10720913,NA
cg03734571,NA,19701202,NA
cg03738429,59687130,15661226,R
cg03738778,NA,97799140,NA
cg03740595,NA,31740199,NA
cg03740978,5773245,13612841,G
cg03742417,NA,97653461,NA
cg03744408,NA,60749172,NA
cg03745283,NA,75788956,NA
cg03745994,NA,60767236,NA
cg03746795,NA,28675858,NA
cg03746968,NA,81740451,NA
cg03746976,NA,53648905,NA
cg03747401,64762552,5612496,G
cg03748435,NA,97707830,NA
cg03748949,NA,88799231,NA
cg03749109,NA,34799863,NA
cg03749550,NA,81726140,NA
cg03750331,NA,67706226,NA
cg03751003,NA,8740542,NA
cg03752639,NA,59745160,NA
cg03752836,NA,90780483,NA
cg03754039,NA,52754947,NA
cg03755582,NA,41776885,NA
cg03756336,NA,46682133,NA
cg03756692,NA,59623154,NA
cg03757552,NA,67753933,NA
cg03760295,NA,9780423,NA
cg03760483,NA,61628188,NA
cg03760813,NA,89767542,NA
cg03760995,NA,75659252,NA
cg03761238,NA,81650569,NA
cg03761512,NA,81779126,NA
cg03764052,NA,5653824,NA
cg03764859,79620508,9799941,G
cg03765899,NA,76682880,NA
cg03766252,NA,75697541,NA
cg03767531,NA,20763579,NA
cg03768031,NA,93737240,NA
cg03768533,NA,99617420,NA
cg03769961,NA,15743247,NA
cg03769983,NA,9771488,NA
cg03770318,NA,63757585,NA
cg03770593,NA,49617169,NA
cg03770703,NA,57712121,NA
cg03771840,94784116,9646438,R
cg03772350,NA,90632147,NA
cg03773588,NA,40777978,NA
cg03774415,5616557,99727556,R
cg03774447,NA,91692115,NA
cg03775588,4643253,55772992,R
cg03777634,NA,81626841,NA
cg03778558,NA,88654579,NA
cg03778895,NA,39777558,NA
cg03779126,NA,79789569,NA
cg03779374,NA,7794863,NA
cg03779702,NA,90612925,NA
cg03779905,NA,38716990,NA
cg03780403,NA,21761566,NA
cg03780980,NA,97601441,NA
cg03781098,NA,43778194,NA
cg03781852,NA,3806905,NA
cg03782417,96705117,41746272,R
cg03784629,NA,40703879,NA
cg03784958,NA,28771949,NA
cg03784976,NA,2687434,NA
cg03786140,NA,55627945,NA
cg03787174,NA,2703382,NA
cg03787614,NA,65780175,NA
cg03789534,90698242,7749879,R
cg03789886,NA,76769311,NA
cg03791373,NA,67604841,NA
cg03793581,NA,14810287,NA
cg03793834,NA,45675856,NA
cg03795574,NA,55642285,NA
cg03795776,NA,53725262,NA
cg03795866,NA,30796993,NA
cg03798041,NA,99772300,NA
cg03798232,82692320,82654423,R
cg03798942,NA,26652111,NA
cg03799825,NA,44664125,NA
cg03801113,NA,20697267,NA
cg03802153,NA,90706305,NA
cg03802507,89705276,89705246,R
cg03802948,NA,2630411,NA
cg03803713,NA,50787255,NA
cg03804354,NA,73717189,NA
cg03804622,NA,95692961,NA
cg03804727,NA,87711194,NA
cg03805199,NA,20682869,NA
cg03805542,NA,45724863,NA
cg03806737,NA,10727267,NA
cg03807462,NA,2690191,NA
cg03808378,NA,2768449,NA
cg03809296,NA,59680890,NA
cg03809346,NA,27642218,NA
cg03810004,NA,81781439,NA
cg03810626,NA,76788504,NA
cg03810913,NA,60623267,NA
cg03811319,NA,44635946,NA
cg03811496,NA,82764467,NA
cg03811583,NA,27720119,NA
cg03812924,NA,5683980,NA
cg03814557,NA,52757551,NA
cg03815476,NA,75652828,NA
cg03816209,88682526,92789438,R
cg03816558,NA,66806528,NA
cg03817728,NA,2691175,NA
cg03819692,NA,73681252,NA
cg03819788,NA,54757253,NA
cg03820088,NA,94766888,NA
cg03821480,NA,29797238,NA
cg03821809,NA,9708879,NA
cg03822053,NA,50733253,NA
cg03822661,NA,66801926,NA
cg03823398,NA,4767452,NA
cg03824676,NA,4788319,NA
cg03826688,NA,26806847,NA
cg03826754,NA,76636451,NA
cg03827266,NA,94695588,NA
cg03829908,NA,24706555,NA
cg03829928,NA,16802927,NA
cg03830199,NA,9654435,NA
cg03830212,NA,27780989,NA
cg03830740,NA,70793156,NA
cg03830866,NA,78757112,NA
cg03833239,NA,2737456,NA
cg03833486,NA,2794284,NA
cg03833577,NA,75768928,NA
cg03834124,NA,93742485,NA
cg03834148,NA,76747932,NA
cg03834350,NA,68607224,NA
cg03835304,NA,2707110,NA
cg03836368,NA,19754285,NA
cg03837769,NA,58791900,NA
cg03839241,NA,46692115,NA
cg03839639,NA,35746193,NA
cg03840462,NA,88786188,NA
cg03842440,NA,95608189,NA
cg03843323,NA,67735258,NA
cg03843584,41602963,75715846,R
cg03843987,NA,16712125,NA
cg03844863,NA,75798124,NA
cg03845687,NA,8699330,NA
cg03845879,NA,89675973,NA
cg03846171,16717855,85713438,R
cg03846926,NA,91772986,NA
cg03847707,NA,85725150,NA
cg03847760,NA,35707888,NA
cg03848010,NA,81726298,NA
cg03848145,NA,11767163,NA
cg03849023,NA,93654489,NA
cg03850155,NA,79764233,NA
cg03850330,NA,76753940,NA
cg03851519,NA,92764522,NA
cg03852748,NA,46725294,NA
cg03853119,NA,54630599,NA
cg03855201,NA,75715128,NA
cg03855540,NA,55704194,NA
cg03856216,NA,9701131,NA
cg03859041,NA,6712930,NA
cg03859519,NA,43604283,NA
cg03860580,NA,30773885,NA
cg03861659,NA,82602861,NA
cg03861766,NA,3639592,NA
cg03861974,NA,52761525,NA
cg03862352,NA,99692593,NA
cg03866292,NA,88636826,NA
cg03866689,NA,62607118,NA
cg03866914,NA,4792885,NA
cg03867607,NA,9617208,NA
cg03869199,NA,70604133,NA
cg03871262,NA,10807262,NA
cg03873250,NA,93710360,NA
cg03873904,NA,40603553,NA
cg03874199,NA,60715188,NA
cg03874489,NA,96750904,NA
cg03875754,NA,40743876,NA
cg03876095,NA,3632400,NA
cg03877398,NA,5725991,NA
cg03879673,NA,34775111,NA
cg03879772,NA,9609285,NA
cg03880658,NA,15725880,NA
cg03880910,NA,24758861,NA
cg03881351,NA,44705219,NA
cg03881867,NA,60747213,NA
cg03882036,NA,50666295,NA
cg03882802,NA,54778154,NA
cg03883083,NA,58786169,NA
cg03883331,NA,38767820,NA
cg03883593,NA,2690955,NA
cg03885761,NA,3782233,NA
cg03886135,NA,92654405,NA
cg03886239,NA,93639983,NA
cg03886681,NA,44678137,NA
cg03887528,NA,30609859,NA
cg03888920,NA,58716112,NA
cg03889044,NA,2692189,NA
cg03890326,NA,44677826,NA
cg03890794,NA,38604857,NA
cg03891319,NA,2762242,NA
cg03892212,NA,12668925,NA
cg03892873,NA,76692992,NA
cg03893949,NA,76714505,NA
cg03894805,NA,60786549,NA
cg03894990,NA,28674974,NA
cg03895257,NA,95624420,NA
cg03896419,NA,97805376,NA
cg03896934,NA,82712496,NA
cg03897040,NA,47606599,NA
cg03898602,9682256,59729531,R
cg03899288,NA,4781162,NA
cg03899760,61777153,60754587,R
cg03900224,NA,7693820,NA
cg03901389,NA,18784294,NA
cg03901835,NA,45738116,NA
cg03901868,NA,71810151,NA
cg03901956,NA,5794403,NA
cg03902375,NA,72704584,NA
cg03902953,NA,51743909,NA
cg03904814,NA,1699128,NA
cg03904834,NA,81771335,NA
cg03905052,NA,79603389,NA
cg03905608,NA,90669560,NA
cg03905612,NA,98725527,NA
cg03905867,NA,97675207,NA
cg03905970,NA,68672526,NA
cg03906023,NA,99793858,NA
cg03907471,NA,93626821,NA
cg03908741,NA,20782254,NA
cg03908972,NA,80667282,NA
cg03909039,NA,61788294,NA
cg03909395,NA,96615156,NA
cg03909491,NA,30683828,NA
cg03909657,NA,75729520,NA
cg03910620,NA,70787821,NA
cg03910721,NA,69798158,NA
cg03912137,NA,3602599,NA
cg03912320,NA,31791233,NA
cg03913353,NA,75747364,NA
cg03913551,NA,86750912,NA
cg03914207,NA,19725218,NA
cg03914308,NA,41808257,NA
cg03915476,NA,7614106,NA
cg03915996,NA,64775252,NA
cg03917138,NA,3754936,NA
cg03917189,NA,52682267,NA
cg03917360,NA,41661869,NA
cg03918304,NA,99797386,NA
cg03918464,NA,41752100,NA
cg03919675,NA,9672228,NA
cg03920533,NA,28723271,NA
cg03920701,NA,63617229,NA
cg03921247,NA,98704505,NA
cg03922726,NA,97657412,NA
cg03924819,NA,88629851,NA
cg03925018,NA,80783149,NA
cg03925327,NA,90743298,NA
cg03926377,NA,20758580,NA
cg03926422,NA,81607895,NA
cg03927039,NA,97795371,NA
cg03927473,NA,80609879,NA
cg03927796,NA,77710373,NA
cg03928893,NA,5632143,NA
cg03929330,NA,13762551,NA
cg03929725,NA,81606863,NA
cg03929796,NA,9802525,NA
cg03930257,NA,86768505,NA
cg03931263,NA,55714980,NA
cg03932026,NA,73695526,NA
cg03932150,NA,65758959,NA
cg03932317,NA,92653570,NA
cg03932441,NA,76755591,NA
cg03933842,NA,93699577,NA
cg03934886,NA,13650866,NA
cg03934905,NA,9805418,NA
cg03937152,NA,68718261,NA
cg03937463,NA,61616216,NA
cg03937711,NA,81702495,NA
cg03938432,NA,27704887,NA
cg03940337,NA,96665937,NA
cg03940893,NA,51737906,NA
cg03941011,NA,40741223,NA
cg03942000,NA,67642169,NA
cg03945566,NA,10730987,NA
cg03946394,NA,75773906,NA
cg03947362,NA,77712334,NA
cg03948541,NA,59689972,NA
cg03948870,NA,29771520,NA
cg03950161,NA,96748317,NA
cg03950925,NA,51711104,NA
cg03951173,52787553,81699859,R
cg03951543,NA,28724855,NA
cg03951988,NA,74632234,NA
cg03952104,NA,51651820,NA
cg03952681,NA,87797315,NA
cg03953623,NA,3636558,NA
cg03954182,NA,26606940,NA
cg03956141,NA,75685111,NA
cg03956142,NA,9632255,NA
cg03956465,NA,89711954,NA
cg03956556,NA,96767885,NA
cg03957108,NA,6712180,NA
cg03957288,NA,90715537,NA
cg03957712,NA,75652538,NA
cg03957964,NA,20802216,NA
cg03959652,NA,76665371,NA
cg03960643,NA,96753922,NA
cg03960951,NA,66749100,NA
cg03962019,NA,5611263,NA
cg03962027,NA,9669258,NA
cg03962396,90717863,61799914,R
cg03963772,NA,3675532,NA
cg03964231,NA,70675589,NA
cg03964283,NA,40606880,NA
cg03964556,NA,2795165,NA
cg03966402,NA,24656125,NA
cg03967706,NA,51681863,NA
cg03968445,NA,68723179,NA
cg03969757,NA,40743244,NA
cg03972038,NA,6639493,NA
cg03972287,NA,68796293,NA
cg03972619,NA,33776566,NA
cg03972751,NA,1607451,NA
cg03972931,NA,8799520,NA
cg03974092,NA,35681885,NA
cg03974928,NA,3607866,NA
cg03976212,93701507,75617400,R
cg03977237,NA,84724201,NA
cg03977782,NA,58700106,NA
cg03979344,NA,8642430,NA
cg03981006,NA,87625171,NA
cg03981213,NA,91661467,NA
cg03983243,NA,63660933,NA
cg03984502,NA,98776545,NA
cg03985370,NA,7635128,NA
cg03986120,45758271,5783255,G
cg03986375,NA,85796180,NA
cg03986600,NA,51700220,NA
cg03989617,NA,7625130,NA
cg03989701,NA,85779922,NA
cg03989854,NA,87734343,NA
cg03990624,NA,61729188,NA
cg03990706,NA,17744175,NA
cg03991032,NA,7685246,NA
cg03991512,NA,75746366,NA
cg03991594,NA,66641987,NA
cg03991667,NA,55653845,NA
cg03992638,NA,90661497,NA
cg03993410,NA,41682932,NA
cg03995116,NA,71781931,NA
cg03996297,NA,97761567,NA
cg03998126,NA,88606381,NA
cg03999123,NA,89604440,NA
cg04001264,NA,2657861,NA
cg04004007,NA,41788885,NA
cg04004289,NA,16713295,NA
cg04005032,NA,60778286,NA
cg04007179,NA,57746960,NA
cg04007936,NA,58603206,NA
cg04008656,21643112,32771122,R
cg04010303,NA,76730901,NA
cg04010581,NA,99682585,NA
cg04012975,NA,35773182,NA
cg04014330,NA,81771106,NA
cg04014889,NA,48609108,NA
cg04015779,NA,76784926,NA
cg04016300,NA,90798443,NA
cg04016348,NA,96716420,NA
cg04016899,NA,61713138,NA
cg04016956,NA,93657591,NA
cg04017541,NA,2711456,NA
cg04019067,NA,79753193,NA
cg04019195,NA,16745888,NA
cg04019442,NA,12639142,NA
cg04019669,NA,93743939,NA
cg04021995,NA,2796558,NA
cg04023117,NA,9725941,NA
cg04023684,NA,76736863,NA
cg04023996,NA,22745271,NA
cg04024969,NA,89779566,NA
cg04025518,NA,81687267,NA
cg04025581,NA,41725253,NA
cg04028233,NA,31796125,NA
cg04028333,88688385,5799115,G
cg04030186,NA,5606838,NA
cg04030203,NA,91787861,NA
cg04031656,NA,85713832,NA
cg04036118,NA,66758118,NA
cg04036479,NA,41782905,NA
cg04037485,NA,31749159,NA
cg04037898,NA,75630877,NA
cg04038594,NA,81767834,NA
cg04040316,NA,5757339,NA
cg04040539,NA,67755820,NA
cg04041064,NA,5753327,NA
cg04041294,7777256,15725284,R
cg04041705,NA,21737555,NA
cg04043112,NA,2690247,NA
cg04043868,NA,71614824,NA
cg04045637,NA,7614822,NA
cg04045776,NA,84650242,NA
cg04046171,NA,29624861,NA
cg04048194,NA,10624130,NA
cg04048321,NA,87723194,NA
cg04049086,NA,92780253,NA
cg04049246,NA,10667962,NA
cg04050203,66736938,78697582,R
cg04050463,NA,11653558,NA
cg04050843,NA,94757988,NA
cg04051089,NA,5674307,NA
cg04051488,NA,8766895,NA
cg04051518,NA,10737147,NA
cg04051536,NA,66603110,NA
cg04054412,NA,19754549,NA
cg04056525,NA,31712905,NA
cg04056615,NA,46653545,NA
cg04057430,NA,88697363,NA
cg04057956,NA,35710822,NA
cg04058245,NA,95749954,NA
cg04058551,NA,26795234,NA
cg04060154,NA,99802256,NA
cg04060219,59685546,63741952,G
cg04060381,NA,91606865,NA
cg04060562,NA,60711822,NA
cg04061729,NA,38706526,NA
cg04062007,NA,90609277,NA
cg04062576,NA,91738843,NA
cg04062948,NA,97681833,NA
cg04063568,NA,49698949,NA
cg04064013,NA,71713279,NA
cg04065686,NA,91723900,NA
cg04067458,NA,15782550,NA
cg04067678,NA,66699167,NA
cg04067698,NA,45740881,NA
cg04068216,NA,9808406,NA
cg04068658,NA,8754537,NA
cg04069056,NA,68690244,NA
cg04069552,NA,64739102,NA
cg04070150,NA,55685533,NA
cg04070435,NA,10641868,NA
cg04071434,5653978,68657282,R
cg04071836,NA,76664189,NA
cg04074570,NA,62734859,NA
cg04077179,NA,9747367,NA
cg04080314,NA,99611956,NA
cg04080945,NA,97731155,NA
cg04081874,NA,97640428,NA
cg04081978,NA,60793990,NA
cg04083183,NA,59748892,NA
cg04083403,NA,90695234,NA
cg04084157,NA,57600845,NA
cg04084271,NA,46766927,NA
cg04084590,NA,97639835,NA
cg04084821,NA,85657247,NA
cg04084909,NA,86781247,NA
cg04086827,NA,97742566,NA
cg04086891,NA,90795554,NA
cg04087608,NA,42614590,NA
cg04087693,NA,2788876,NA
cg04088433,NA,2698555,NA
cg04088732,NA,20711246,NA
cg04091748,26767115,40622866,G
cg04091966,NA,5655239,NA
cg04093430,NA,51745859,NA
cg04093455,NA,70692249,NA
cg04094160,NA,73719239,NA
cg04094567,NA,78796135,NA
cg04095564,NA,26773219,NA
cg04097289,NA,75609962,NA
cg04098553,NA,67761565,NA
cg04098618,NA,81807476,NA
cg04098967,NA,45642154,NA
cg04099562,NA,43662838,NA
cg04099803,NA,3645588,NA
cg04100724,NA,28803280,NA
cg04101484,NA,60769959,NA
cg04102018,NA,2664180,NA
cg04102082,NA,73732830,NA
cg04102296,NA,6635253,NA
cg04102896,NA,95788228,NA
cg04102944,NA,58637855,NA
cg04103301,NA,79712312,NA
cg04103518,NA,65733916,NA
cg04104385,NA,17802578,NA
cg04104463,NA,75711451,NA
cg04104673,NA,58754527,NA
cg04104679,NA,40603191,NA
cg04105396,NA,97704372,NA
cg04105754,NA,21672144,NA
cg04106641,NA,11652841,NA
cg04107706,NA,78664877,NA
cg04108086,NA,51637959,NA
cg04108195,NA,71716821,NA
cg04109263,NA,2769901,NA
cg04110052,15758598,9723955,R
cg04110571,NA,18699594,NA
cg04110765,NA,55766543,NA
cg04111154,38712898,98753880,G
cg04111974,NA,82706431,NA
cg04112554,NA,86777362,NA
cg04113348,NA,97740926,NA
cg04115680,91725112,18777988,R
cg04115989,NA,90664597,NA
cg04117116,63653963,97708128,R
cg04117529,NA,85698295,NA
cg04117904,NA,60784885,NA
cg04118146,NA,96725849,NA
cg04118160,NA,79799140,NA
cg04118365,NA,58804264,NA
cg04118889,NA,90735255,NA
cg04121186,NA,99804475,NA
cg04121944,97792555,98737295,R
cg04121983,NA,4743193,NA
cg04122028,NA,3762370,NA
cg04122115,NA,76735434,NA
cg04123138,59773117,81692175,R
cg04123667,NA,51664150,NA
cg04123958,NA,45773169,NA
cg04124389,NA,13746258,NA
cg04124729,NA,59753980,NA
cg04125700,NA,90763542,NA
cg04126539,NA,66761989,NA
cg04126866,NA,70611152,NA
cg04128614,52768952,61753269,G
cg04129576,NA,89783452,NA
cg04130516,NA,15717964,NA
cg04130555,NA,53744885,NA
cg04130591,NA,43736252,NA
cg04130851,NA,58713218,NA
cg04130971,NA,95666410,NA
cg04131018,NA,3786384,NA
cg04131468,NA,69801584,NA
cg04131501,NA,4604843,NA
cg04132830,NA,59806279,NA
cg04134624,NA,3650258,NA
cg04135292,89689400,76756100,R
cg04135908,NA,52623205,NA
cg04136305,NA,27718125,NA
cg04137710,NA,3758231,NA
cg04137806,NA,18652885,NA
cg04138506,NA,68793273,NA
cg04141188,NA,3618439,NA
cg04141390,2783566,26736841,R
cg04142398,NA,89719242,NA
cg04144598,NA,9683186,NA
cg04145519,93637145,60638176,R
cg04145791,NA,61709916,NA
cg04146048,NA,46682247,NA
cg04147092,81695431,42760140,G
cg04147618,NA,81787541,NA
cg04148340,NA,40675126,NA
cg04148867,NA,3755941,NA
cg04149186,NA,71611869,NA
cg04149449,NA,82689264,NA
cg04149829,NA,97781940,NA
cg04150055,NA,16714585,NA
cg04150308,NA,2611192,NA
cg04153067,NA,9802983,NA
cg04153882,49689855,79754579,R
cg04153971,NA,6745175,NA
cg04154104,NA,44669916,NA
cg04154281,NA,76777240,NA
cg04154445,NA,81656898,NA
cg04156520,NA,81652930,NA
cg04158630,NA,9732126,NA
cg04161431,NA,61704526,NA
cg04162275,NA,63766861,NA
cg04162316,76747110,49737130,R
cg04163896,NA,5810499,NA
cg04165624,NA,69745271,NA
cg04166812,NA,61744985,NA
cg04167064,46805130,11667254,R
cg04167324,NA,59711871,NA
cg04168436,NA,75737880,NA
cg04168829,NA,9706468,NA
cg04168924,NA,26706285,NA
