CpG ID,Coefficient,Coefficient rounded,Symbol,strand,ENSEMBL,Gene Length,annotation,Chromatin State,PRC Binding Site,CpG Island,Human hg38,Mouse mm9
cg13468491,0.130503114,0.13,PRDM6,-,ENSG00000061455,98905,"Intron (uc003kti.3/93166, intron 3 of 7)",ReprPC6,None,TRUE,chr5:122441703,chr18:53639855
cg13484553,-0.082233716,-0.082,OLFM1,-,ENSG00000130558,45942,"Exon (uc004cfl.4/10439, exon 4 of 6)",Acet1,None,TRUE,chr9:137990330,chr2:28070327
cg13528652,0.579701747,0.58,SYNCRIP,+,ENSG00000135316,33668,"Exon (uc003pkz.2/10492, exon 10 of 10)",TxEx1,None,TRUE,chr6:86324674,chr9:88351176
cg13714451,0.046660456,0.047,EIF4A2,-,ENSG00000156976,6325,3' UTR,TxEx1,None,TRUE,chr3:186506143,NA
cg13733201,0.005985959,0.006,RAB11A,+,ENSG00000103769,22533,"Exon (uc002apk.3/8766, exon 3 of 5)",TxEx1,None,TRUE,chr15:66170248,chr9:64574475
cg13750905,0.060483997,0.06,KIFC3,+,ENSG00000140859,44311,"Exon (uc002emp.3/3801, exon 2 of 19)",PromF1,PRC2,TRUE,chr16:57832000,NA
cg13884229,-0.021538516,-0.022,ERI3,-,ENSG00000117419,134198,Promoter (4-5kb),Acet3,None,TRUE,chr1:44825148,chr4:117219021
cg13956815,0.098587613,0.099,MIR548AI,+,ENSG00000265226,278492,Distal Intergenic,HET2,None,TRUE,chr14:29850211,NA
cg14193568,-0.174616629,-0.17,PRR7,+,ENSG00000131188,9492,5' UTR,PromF3,None,FALSE,chr5:176882113,chr13:55573430
cg14225127,-0.040095064,-0.04,ZNF703,-,ENSG00000183779,3096,Distal Intergenic,ReprPC4,None,TRUE,chr8:37155894,chr8:27701694
cg14241622,0.066375307,0.066,AKTIP,-,ENSG00000166971,11979,Distal Intergenic,EnhWk3,None,TRUE,chr16:53563547,chr8:93695038
cg14399158,0.041084323,0.041,ZBTB44,-,ENSG00000196323,88034,"Exon (uc001qga.3/29068, exon 5 of 8)",TxEx2,None,TRUE,chr11:130106889,chr9:30874342
cg14415958,-0.010905373,-0.011,NOL4,-,ENSG00000101746,372452,Promoter (1-2kb),BivProm1,None,TRUE,chr18:31805052,chr18:23200330
cg14457603,0.081409138,0.081,PHOX2B,+,ENSG00000109132,4889,Promoter (<=1kb),ReprPC2,PRC2,TRUE,chr4:41750186,chr5:67489739
cg14475241,-0.002014293,-0.002,OBI1-AS1,+,ENSG00000234377,664474,"Intron (uc001vks.3/100874222, intron 2 of 2)",ReprPC4,None,TRUE,chr13:78867320,chr14:104590201
cg14561405,0.183265954,0.18,ONECUT2,-,ENSG00000119547,55614,3' UTR,ReprPC6,None,TRUE,chr18:55153457,chr18:64555772
cg14679255,0.119848357,0.12,MIR196A2,+,ENSG00000207924,110,Promoter (<=1kb),BivProm2,PRC2,TRUE,chr12:54385526,NA
cg14713220,0.074496136,0.074,TRPS1,-,ENSG00000104447,260505,"Exon (uc011lhy.2/7227, exon 6 of 6)",Tx5,None,TRUE,chr8:116426338,chr15:50492308
cg14736210,0.053642198,0.054,KCNB1,-,ENSG00000158445,110679,Promoter (<=1kb),BivProm3,None,FALSE,chr20:48098642,NA
cg14880389,0.024262466,0.024,CACNA1C,-,ENSG00000151067,644700,"Exon (uc001qjz.2/775, exon 27 of 47)",TxWk2,None,TRUE,chr12:2717812,NA
cg14919591,-0.035262234,-0.035,KCTD15,+,ENSG00000153885,18916,Promoter (<=1kb),TSS1,PRC2,FALSE,chr19:34287017,chr7:35440172
cg14953793,0.039350262,0.039,RNF20,+,ENSG00000155827,29494,"Exon (uc004bbn.3/56254, exon 20 of 20)",TxEx2,None,TRUE,chr9:104324639,chr4:49668784
cg14991183,-0.03551986,-0.036,PHF12,+,ENSG00000109118,45019,Promoter (<=1kb),PromF4,None,FALSE,chr17:27277228,chr11:77797553
cg15237024,0.000275505,0.00028,NCAM1-AS1,-,NA,4370,Promoter (<=1kb),TxWk2,None,TRUE,chr11:113144390,NA
cg15270823,0.000722498,0.00072,PTCHD1,-,ENSG00000165186,61934,"Exon (uc004dal.4/139411, exon 3 of 3)",ReprPC8,None,TRUE,chr23:23410891,NA
cg15436482,-0.036070036,-0.036,HERPUD1,-,ENSG00000051108,11792,3' UTR,Tx7,None,TRUE,chr16:56977574,chr8:96919041
cg15708887,-0.105207251,-0.11,TFEC,-,ENSG00000105967,33166,Distal Intergenic,Quies3,None,TRUE,chr7:115313964,chr6:16498312
cg15906007.2,0.04946909,0.049,DDX17,-,ENSG00000100201,22903,"Exon (uc003avx.4/10521, exon 8 of 13)",TxEx1,None,TRUE,chr22:38890714,NA
cg16109596,-0.054750646,-0.055,FAM241A,+,ENSG00000174749,43685,Distal Intergenic,Acet5,None,TRUE,chr4:112422444,chr3:128153564
cg16120895,0.000963174,0.00096,DPYD,+,ENSG00000188641,843316,"Exon (uc001drv.3/1806, exon 3 of 23)",Tx8,None,TRUE,chr1:98293694,chr3:118377464
cg16177352,0.005884252,0.0059,KCNC1,-,ENSG00000129159,47108,"Exon (uc009yhc.1/3746, exon 4 of 4)",ReprPC7,None,TRUE,chr11:17803256,chr7:53692681
cg16198067,0.032583242,0.033,LINC00461,-,ENSG00000245526,144024,"Exon (uc021ybe.1/645323, exon 3 of 3)",BivProm2,None,TRUE,chr5:87961957,chr13:83879194
cg16235582,0.030545723,0.031,TENM4,+,ENSG00000149256,787368,"Exon (uc021qoa.1/uc021qoa.1, exon 1 of 1)",BivProm4,None,FALSE,chr11:78673212,chr7:103792693
cg16468500,-0.051205046,-0.051,KCNMA1,+,ENSG00000156113,768219,Promoter (<=1kb),PromF5,PRC2,FALSE,chr10:79397052,chr14:24822999
cg16542942,-0.028019401,-0.028,GTDC1,-,ENSG00000121964,265566,Distal Intergenic,EnhWk1,None,TRUE,chr2:144599875,NA
cg16595050,0.081159683,0.081,CUX1,+,ENSG00000257923,442330,3' UTR,Tx5,None,TRUE,chr7:101894073,NA
cg16620594,0.056354478,0.056,UBA3,+,ENSG00000144744,25644,5' UTR,TxEnh2,None,TRUE,chr3:69126992,chr6:97153511
cg16675758,-0.052580924,-0.053,LINC00900,-,NA,2747,Distal Intergenic,BivProm2,None,TRUE,chr11:115531171,chr9:47175653
cg16702105,-0.011093332,-0.011,FAAHP1,+,NA,11876,Distal Intergenic,BivProm1,PRC2,FALSE,chr1:46914019,chr4:115652226
cg16731224,0.007998358,0.008,CSNK1D,-,ENSG00000141551,8867,"Exon (uc010dil.3/1453, exon 5 of 6)",TxEnh4,None,TRUE,chr17:80203891,NA
cg16737995,-0.031091283,-0.031,CEP170,+,ENSG00000143702,130979,"Exon (uc021plo.1/9859, exon 14 of 20)",Tx6,None,TRUE,chr1:243319688,chr1:178680222
cg16767270,-0.033049357,-0.033,PNKD,-,ENSG00000127838,76402,3' UTR,TxWk2,None,TRUE,chr2:219211477,chr1:74400231
cg16787483,-0.002569749,-0.0026,SLITRK5,-,ENSG00000165300,7001,"Exon (uc001vln.3/26050, exon 2 of 2)",ReprPC1,PRC2,TRUE,chr13:88328251,chr14:112078775
cg16920857,0.023534826,0.024,LMAN2L,-,ENSG00000114988,34147,"Exon (uc002swu.3/81562, exon 5 of 8)",TxEx2,None,TRUE,chr2:97377761,chr1:36485305
cg16925284,-0.038579052,-0.039,TUBA1A,-,ENSG00000167552,4530,Promoter (<=1kb),TSS1,PRC2,FALSE,chr12:49582863,chr15:98783982
cg16963526,0.027473777,0.027,RAB11A,-,ENSG00000103769,22533,"Exon (uc002apk.3/8766, exon 3 of 5)",TxEx1,None,TRUE,chr15:66170173,chr9:64574550
cg17019032,-0.05135637,-0.051,SMARCD3,-,ENSG00000082014,9691,"Exon (uc003wjs.3/6604, exon 4 of 13)",TxEnh5,None,TRUE,chr7:150939911,chr5:24101874
cg17031780,0.006827689,0.0068,DLL4,+,ENSG00000128917,9728,Distal Intergenic,EnhWk3,None,TRUE,chr15:41207401,chr2:119137334
cg17158288,0.046152778,0.046,MSI1,-,ENSG00000135097,27851,Distal Intergenic,BivProm3,None,FALSE,chr12:120835719,NA
cg17171514,0.012338845,0.012,MBD5,+,ENSG00000204406,492465,5' UTR,TxEx3,None,TRUE,chr2:149227150,chr2:49112937
cg17184510,0.186636936,0.19,ZDHHC9,+,ENSG00000188706,40298,"Exon (uc004euv.3/51114, exon 5 of 10)",Tx5,None,TRUE,chr23:128948768,chr20:45536332
cg17267107,0.003348685,0.0033,CASZ1,+,ENSG00000130940,160068,"Intron (uc001aro.4/54897, intron 4 of 20)",EnhWk2,None,TRUE,chr1:10730023,chr4:148298717
cg17269939,-0.014421711,-0.014,ESRRB,-,ENSG00000119715,90969,Distal Intergenic,EnhA17,None,TRUE,chr14:77008493,chr12:87894244
cg17385254,-0.006453857,-0.0065,PLEKHA1,+,ENSG00000107679,57778,"Exon (uc001lgf.2/59338, exon 13 of 14)",TxEx3,None,TRUE,chr10:124187795,chr7:138053105
cg17424851,0.022947983,0.023,KCNC4,-,ENSG00000116396,23339,3' UTR,znf1,None,TRUE,chr1:110775486,chr3:107242378
cg17564205,8.41E-05,8.40E-05,ATP2B1,-,ENSG00000070961,11251,Promoter (<=1kb),TxEx3,None,TRUE,chr12:89992940,NA
cg17921193,-0.112237015,-0.11,SMAD6,+,ENSG00000137834,79664,Promoter (<=1kb),TSS2,None,FALSE,chr15:66994488,chr9:63869943
cg17929892,0.119943877,0.12,MIR4475,+,ENSG00000266255,61,Distal Intergenic,BivProm2,None,TRUE,chr9:36819389,NA
cg17967826,0.081252711,0.081,RSPH14,+,ENSG00000100218,82649,"Exon (uc002zwu.1/2781, exon 2 of 3)",TxWk2,None,FALSE,chr22:23438056,chr10:74454336
cg18117590,0.034863455,0.035,CLYBL,+,ENSG00000125246,290470,"Intron (uc010tix.2/171425, intron 1 of 5)",ReprPC5,None,TRUE,chr13:100318181,chr14:122632525
cg18125568,-0.015800135,-0.016,C12orf66,-,ENSG00000174206,29658,Promoter (<=1kb),PromF4,None,FALSE,chr12:64615831,chr10:121177217
cg18132535,0.075422949,0.075,PSD2,+,ENSG00000146005,48643,Distal Intergenic,EnhA7,None,FALSE,chr5:139139108,chr18:36093231
cg18169540,-0.16737057,-0.17,DVL3,+,ENSG00000161202,18031,3' UTR,TxEx3,None,TRUE,chr3:183888496,chr16:20531542
cg18231301,0.008451934,0.0085,TPM3,+,ENSG00000143549,27946,"Exon (uc001fed.2/7170, exon 8 of 9)",TxEx1,None,TRUE,chr1:154141818,chr3:89894975
cg18232211,0.090484214,0.09,BOLA2,+,ENSG00000183336,649245,"Exon (uc002dvn.3/8448, exon 2 of 11)",BivProm2,None,TRUE,chr16:30021533,chr7:133992109
cg18255911,0.048178745,0.048,PRRC2C,-,ENSG00000117523,107985,"Exon (uc010pmi.2/23215, exon 16 of 17)",TxEnh4,None,TRUE,chr1:171558620,chr1:164605859
cg18308438,-0.104347323,-0.1,SRF,-,ENSG00000112658,10325,Promoter (<=1kb),PromF4,None,FALSE,chr6:43139863,chr17:46692320
cg18351805,0.01013429,0.01,EIF4G2,-,ENSG00000110321,10951,5' UTR,TxEx4,None,TRUE,chr11:10827563,chr7:118223805
cg18435088,0.132509022,0.13,MIR183,+,ENSG00000207691,110,Promoter (<=1kb),BivProm3,None,TRUE,chr7:129414779,chr6:30119683
cg18473521.2,0.003957685,0.004,HOXC4,+,ENSG00000198353,39173,"Intron (uc001seu.3/3221, intron 3 of 3)",BivProm4,PRC2,TRUE,chr12:54448265,chr15:102865701
cg18562542,-0.016429141,-0.016,TNPO1,-,ENSG00000083312,97798,"Exon (uc011csj.1/3842, exon 20 of 23)",TxEx1,None,TRUE,chr5:72195847,chr13:99620123
cg18586457,-0.359435246,-0.36,ZNF827,-,ENSG00000151612,62790,3' UTR,TxEx2,None,FALSE,chr4:146682511,chr8:81713804
cg18707507,0.002974381,0.003,HNRNPH3,+,ENSG00000096746,11186,5' UTR,TxEx4,None,TRUE,chr10:70097033,chr10:62482197
cg18747712,0.016037951,0.016,CNTLN,+,ENSG00000044459,368880,"Intron (uc003zmz.2/54875, intron 15 of 24)",EnhWk8,None,TRUE,chr9:17395441,chr4:84696414
cg18775165,0.027203393,0.027,MAP3K20,+,ENSG00000091436,192173,"Exon (uc002uib.3/339751, exon 8 of 8)",TxEnh4,None,TRUE,chr2:174063501,chr2:72217439
cg18809102,-0.04468215,-0.045,OTP,+,ENSG00000171540,9986,Promoter (2-3kb),ReprPC1,PRC2,TRUE,chr5:76937511,chr13:95642549
cg18872521,-0.017130204,-0.017,HOXC10,-,ENSG00000180818,5117,Promoter (<=1kb),BivProm2,PRC2,FALSE,chr12:54378873,chr15:102797118
cg19097839,-0.056798112,-0.057,APLP2,+,ENSG00000084234,74991,"Exon (uc001qfp.3/334, exon 7 of 17)",TxEnh4,None,FALSE,chr11:129993613,chr9:30975206
cg19215864,0.018479931,0.018,RERE,+,ENSG00000142599,465236,"Exon (uc001ape.3/473, exon 5 of 24)",TxWk2,None,TRUE,chr1:8674674,chr4:149813522
cg19239878,-0.019365993,-0.019,SMAD2,-,ENSG00000175387,97505,Distal Intergenic,ReprPC3,None,TRUE,chr18:45193382,chr18:76598566
cg19279211,0.015637894,0.016,PSPC1,-,ENSG00000121390,80151,"Exon (uc021rgx.1/55269, exon 3 of 10)",TxEnh4,None,TRUE,chr13:20346427,chr14:57390587
cg19385750,0.021003846,0.021,FAM172A,-,ENSG00000113391,493974,"Intron (uc010jbd.3/83989, intron 6 of 10)",EnhWk4,None,TRUE,chr5:93228906,chr13:78030910
cg19450032,-0.021766323,-0.022,FHL1,-,ENSG00000022267,64658,"Exon (uc010nrz.2/2273, exon 6 of 7)",TxEnh8,None,TRUE,chr23:135290739,chr20:54043766
cg19450595,0.16245666,0.16,CCDC171,-,ENSG00000164989,418801,"Exon (uc003zmd.3/203238, exon 22 of 26)",Acet2,None,TRUE,chr9:15846790,chr4:83388922
cg19482025,-0.022024395,-0.022,SENCR,-,ENSG00000254703,4352,"Intron (uc010sbt.2/2313, intron 1 of 6)",BivProm3,PRC2,TRUE,chr11:128562245,chr9:32350707
cg19670346,-0.037196786,-0.037,KLF12,-,ENSG00000118922,448246,"Exon (uc001vjf.3/11278, exon 3 of 8)",EnhA8,None,TRUE,chr13:74518160,chr14:100509032
cg19692957,-0.067940603,-0.068,POU4F2,-,ENSG00000151615,3579,Distal Intergenic,BivProm1,PRC2,TRUE,chr4:147575958,chr8:80944489
cg19696052,0.043987539,0.044,DLX1,-,ENSG00000144355,4194,Promoter (<=1kb),BivProm1,PRC2,TRUE,chr2:172950395,chr2:71368040
cg19890585,-0.036054782,-0.036,NCKAP1,-,ENSG00000061676,114008,Promoter (<=1kb),PromF4,None,FALSE,chr2:183902820,chr2:80421115
cg19904709,0.027163475,0.027,ZNF629,+,ENSG00000102870,8754,Promoter (<=1kb),PromF4,None,TRUE,chr16:30798514,chr7:134758762
cg19912994,0.084855783,0.085,KCNC4,-,ENSG00000116396,23339,Promoter (<=1kb),BivProm1,PRC2,FALSE,chr1:110754255,chr3:107261674
cg20032980,-0.103810549,-0.1,PAX2,+,ENSG00000075891,84231,Distal Intergenic,ReprPC2,None,TRUE,chr10:102428050,chr19:44756393
cg20033770,0.147573439,0.15,CHD3,+,ENSG00000170004,27953,"Exon (uc002gjd.2/1107, exon 38 of 40)",TxEx3,None,TRUE,chr17:7813871,chr11:69159010
cg20107824,0.059211413,0.059,KCNMA1,-,ENSG00000156113,768219,"Exon (uc001jxj.2/3778, exon 9 of 29)",EnhWk8,None,TRUE,chr10:78868270,chr14:24345978
cg20407054,0.029041877,0.029,UBA3,-,ENSG00000144744,25644,5' UTR,TxEnh2,None,TRUE,chr3:69127022,chr6:97153541
cg20483513,0.008066448,0.0081,LOC100130987,+,NA,73849,"Exon (uc001okq.3/23529, exon 3 of 3)",TxEnh6,None,TRUE,chr11:67132695,chr19:4222479
cg20528934,-0.074425366,-0.074,SMAD2,+,ENSG00000175387,97505,3' UTR,EnhWk4,None,TRUE,chr18:45120826,chr18:76772769
cg20553183,-0.004164733,-0.0042,WWOX,+,ENSG00000186153,1113238,"Intron (uc002ffk.3/51741, intron 8 of 8)",EnhA14,None,TRUE,chr16:78644064,chr8:117382934
cg20640572,-0.093931307,-0.094,ESRRG,+,ENSG00000196482,634510,"Intron (uc001hkw.2/2104, intron 5 of 6)",EnhWk4,None,TRUE,chr1:216723565,chr1:189991362
cg20654074,-0.050592785,-0.051,DLL4,+,ENSG00000128917,9728,"Intron (uc001zng.2/54567, intron 3 of 10)",BivProm1,None,FALSE,chr15:41223179,chr2:119153165
cg20678942,0.043216748,0.043,SAMD8,+,ENSG00000156671,70489,"Exon (uc001jwx.2/142891, exon 4 of 6)",TxEx1,None,TRUE,chr10:76928312,chr14:22602914
cg20738648,0.14762705,0.15,DERL2,+,ENSG00000072849,11882,"Exon (uc002gcc.1/51009, exon 4 of 7)",TxEx1,None,TRUE,chr17:5384671,chr11:70828107
cg20867091,-0.019162981,-0.019,MRM1,+,ENSG00000278619,7017,Distal Intergenic,PromF2,None,TRUE,chr17:35078256,chr11:84521939
cg20919139,0.008768557,0.0088,ARID1A,-,ENSG00000117713,86080,3' UTR,TxEnh4,None,TRUE,chr1:27108215,chr4:133235305
cg21039445,-0.006769866,-0.0068,UNC5D,-,ENSG00000156687,559207,"Exon (uc003xjr.2/137970, exon 9 of 17)",Acet1,None,TRUE,chr8:35579907,chr8:29834698
cg21115959,0.005144272,0.0051,TBR1,+,ENSG00000136535,8954,Promoter (<=1kb),BivProm2,PRC2,TRUE,chr2:162273212,chr2:61643055
cg21159131,0.02799486,0.028,PTPRM,-,ENSG00000173482,839546,"Intron (uc002knn.4/5797, intron 13 of 30)",Acet7,None,TRUE,chr18:8122250,chr17:67261756
cg21330747,-0.001353639,-0.0014,JADE1,+,ENSG00000077684,55009,Promoter (<=1kb),PromF4,None,TRUE,chr4:129731222,chr3:41367619
cg21347683,0.072270464,0.072,NAA25,+,ENSG00000111300,82143,"Exon (uc001ttn.4/80018, exon 15 of 24)",TxEx2,None,TRUE,chr12:112487342,NA
cg21405047,0.118457612,0.12,CNOT2,-,ENSG00000111596,112000,5' UTR,Tx4,None,TRUE,chr12:70672000,chr10:115986142
cg21511816,-0.002150353,-0.0022,GPATCH2L,-,ENSG00000089916,50876,Distal Intergenic,ReprPC2,None,FALSE,chr14:76597824,chr12:87552249
cg21531455,0.061523369,0.062,INSC,-,ENSG00000188487,98109,Distal Intergenic,Acet8,None,TRUE,chr11:15644243,chr7:122337149
cg21552081,0.027988924,0.028,BCL11A,+,ENSG00000119866,102332,"Exon (uc002sab.3/53335, exon 4 of 5)",TxEnh5,None,FALSE,chr2:60688411,NA
cg21574459,0.022343941,0.022,WDR7,+,ENSG00000091157,378421,"Intron (uc010dpk.1/23335, intron 19 of 19)",EnhA19,None,TRUE,chr18:54540848,chr18:64023706
cg21628751,0.005980512,0.006,CALU,+,ENSG00000128595,34132,5' UTR,TxEx1,None,TRUE,chr7:128394562,NA
cg21631452,-0.053341623,-0.053,PRDM12,-,ENSG00000130711,18404,"Intron (uc004bzt.1/59335, intron 1 of 4)",BivProm2,PRC2,FALSE,chr9:133541085,chr2:31496689
cg21689818,0.067012424,0.067,BICRA,-,ENSG00000063169,95082,"Exon (uc002phh.4/29998, exon 3 of 15)",Tx5,None,TRUE,chr19:48176830,NA
cg21865654,0.043624567,0.044,TMEM260,-,ENSG00000070269,69895,"Intron (uc001xcj.3/54916, intron 3 of 14)",Tx8,None,TRUE,chr14:57057648,NA
cg21879618,0.072674773,0.073,FEZF2,+,ENSG00000153266,3404,Distal Intergenic,ReprPC1,None,TRUE,chr3:62351940,chr14:13171175
cg22114053,-0.030050499,-0.03,SIX4,+,ENSG00000100625,6351,Promoter (<=1kb),PromF5,PRC2,TRUE,chr14:61191037,chr12:74214414
cg22171829.2,-0.007765083,-0.0078,PDK4,-,ENSG00000004799,13117,Promoter (<=1kb),PromF5,None,FALSE,chr7:95225520,chr6:5446077
cg22210012,-0.092117099,-0.092,LINC01343,-,ENSG00000237290,5734,Distal Intergenic,EnhA18,None,TRUE,chr1:38736773,chr4:124132964
cg22213242,0.114106236,0.11,CD248,-,ENSG00000174807,2558,Promoter (<=1kb),EnhA1,None,FALSE,chr11:66083573,chr19:5069050
cg22311716,-0.033496993,-0.033,CLK2,+,ENSG00000176444,14843,"Exon (uc001fjw.3/1196, exon 7 of 13)",TxEx2,None,TRUE,chr1:155236604,chr3:88977380
cg22572489,0.200822802,0.2,MEIS1-AS3,+,NA,10128,Promoter (<=1kb),PromF5,None,FALSE,chr2:66660630,chr11:18920587
cg22639428,0.001254016,0.0013,GRIA3,-,ENSG00000125675,306671,"Intron (uc004etq.4/2892, intron 13 of 15)",ReprPC8,None,TRUE,chr23:122613697,chr20:39022461
cg22763862,0.034316663,0.034,KLHL14,+,ENSG00000197705,100341,Distal Intergenic,EnhWk7,None,TRUE,chr18:30448656,NA
cg22792446,-0.058700727,-0.059,IFT43,+,ENSG00000119650,98321,"Intron (uc001xsf.2/112752, intron 5 of 6)",EnhWk4,None,TRUE,chr14:76541982,chr12:87494672
cg22873312,-0.00036919,-0.00037,USH2A,-,ENSG00000042781,800503,"Intron (uc001hku.1/7399, intron 61 of 71)",Acet3,None,TRUE,chr1:215891866,chr1:190706254
cg22934566,0.170863782,0.17,KALRN,-,ENSG00000160145,425171,3' UTR,TxWk2,None,TRUE,chr3:124237265,chr16:34153572
cg22972602,0.00323499,0.0032,ZFHX4,+,ENSG00000091656,186007,"Intron (uc003yat.1/79776, intron 1 of 2)",BivProm4,None,TRUE,chr8:77596144,NA
cg23059642,-0.091882607,-0.092,AUTS2,+,ENSG00000158321,691703,Promoter (<=1kb),PromF5,None,FALSE,chr7:69064941,chr5:133017391
cg23098364,0.056209458,0.056,ILF3,+,ENSG00000129351,31507,"Exon (uc002mpk.2/3609, exon 9 of 18)",TxEx1,None,TRUE,chr19:10791130,chr9:21199923
cg23136264,0.049717238,0.05,KLF7,-,ENSG00000118263,93109,"Exon (uc010zix.2/8609, exon 3 of 4)",TxEnh3,None,TRUE,chr2:207953254,chr1:64088960
cg23162211,0.022749865,0.023,TCF4,-,ENSG00000196628,413627,5' UTR,TSS2,None,TRUE,chr18:53256958,chr18:69504253
cg23169811,0.051444525,0.051,TRIP12,-,ENSG00000153827,154726,"Exon (uc021vxw.1/9320, exon 34 of 40)",TxEx2,None,TRUE,chr2:230643217,chr1:84728266
cg23194298,0.000170568,0.00017,HOXD10,-,ENSG00000128710,3179,3' UTR,BivProm2,PRC2,TRUE,chr2:176983921,chr2:74532387
cg23197560,-0.013249993,-0.013,MYH6,+,ENSG00000197616,26288,"Exon (uc010tnn.2/406990, exon 1 of 1)",ReprPC7,None,TRUE,chr14:23857854,chr14:55567952
cg23792737,0.002555433,0.0026,PCDH1,+,ENSG00000156453,6938,Downstream (2-3kb),TSS2,None,FALSE,chr5:141230033,chr18:38345643
cg23795407,0.010949559,0.011,LINC00489,+,ENSG00000225759,3822,Promoter (4-5kb),ReprPC3,None,TRUE,chr20:36255978,chr2:157489903
cg23842237,-0.018681487,-0.019,RNF220,+,ENSG00000187147,246437,"Intron (uc001clv.1/55182, intron 2 of 14)",EnhA13,None,TRUE,chr1:45071779,chr4:116987716
cg23931730,0.108476318,0.11,ANK1,-,ENSG00000029534,243537,Promoter (<=1kb),BivProm2,PRC2,FALSE,chr8:41754001,chr8:24085604
cg23970709,-0.001284266,-0.0013,PLEKHH3,-,ENSG00000068137,8177,"Exon (uc002iat.2/79990, exon 11 of 13)",TxEx4,None,FALSE,chr17:40821936,chr11:101025327
cg24037767,0.048309981,0.048,SMUG1,-,ENSG00000123415,7503,Distal Intergenic,EnhWk2,None,TRUE,chr12:54555029,chr15:102966211
cg24047898,-0.0503969,-0.05,RAB37,+,ENSG00000172794,75544,"Exon (uc010wrb.2/326624, exon 2 of 9)",EnhA7,None,TRUE,chr17:72736966,chr11:115018300
cg24079953,-0.1248066,-0.12,SEC31B,-,ENSG00000075826,24519,"Intron (uc009xwo.1/25956, intron 4 of 11)",TxEx2,None,TRUE,chr10:102284135,chr19:44625335
cg24083420,-0.232999238,-0.23,MAML3,+,ENSG00000196782,437688,Promoter (<=1kb),PromF4,None,TRUE,chr4:141075038,chr3:51908620
cg24441044,-0.156849392,-0.16,IRF2BP2,-,ENSG00000168264,5257,"Exon (uc001hwf.3/359948, exon 1 of 2)",PromF4,PRC2,TRUE,chr1:234744214,NA
cg24598061,-0.026962343,-0.027,SKOR2,+,ENSG00000215474,18061,"Intron (uc002lcx.4/uc002lcx.4, intron 2 of 2)",EnhWk8,None,TRUE,chr18:45103704,chr18:76784628
cg24601458,0.040198972,0.04,DMBX1,-,ENSG00000197587,7219,Promoter (9-10kb),ReprPC9,None,TRUE,chr1:46963407,chr4:115604759
cg24625042,0.122476023,0.12,LBX1-AS1,-,NA,9266,Distal Intergenic,BivProm3,None,TRUE,chr10:103002304,NA
cg24657799,0.056413978,0.056,BPTF,+,ENSG00000171634,158715,"Exon (uc002jge.3/2186, exon 27 of 30)",Tx6,None,TRUE,chr17:65960316,NA
cg24673283,0.033784961,0.034,BUB3,+,ENSG00000154473,11127,Distal Intergenic,ReprPC2,None,TRUE,chr10:125033962,chr7:138836084
cg24678565,-0.105353584,-0.11,UBR2,+,ENSG00000024048,56330,"Exon (uc003osf.3/23304, exon 11 of 12)",Tx7,None,TRUE,chr6:42585206,chr17:47117307
cg24834487,-0.019189968,-0.019,WASF2,+,ENSG00000158195,85945,5' UTR,PromF2,None,TRUE,chr1:27755357,chr4:132732440
cg24934277,-0.018955903,-0.019,DAG1,+,ENSG00000173402,66916,3' UTR,Tx5,None,TRUE,chr3:49571039,chr9:108109183
cg24978754,-0.026247886,-0.026,HUWE1,-,ENSG00000086758,61505,"Exon (uc004dsn.4/10075, exon 42 of 53)",TxEx3,None,TRUE,chr23:53570842,chr20:148358108
cg24987024,0.05624081,0.056,CCDC88A,-,ENSG00000115355,132080,"Exon (uc002ryu.2/55704, exon 12 of 18)",Tx7,None,TRUE,chr2:55529120,chr11:29398499
cg25061576,0.012658588,0.013,PDGFRA,+,ENSG00000134853,920593,"Intron (uc003haa.3/5156, intron 12 of 23)",ReprPC1,PRC2,TRUE,chr4:54962581,chr5:75468011
cg25160217,0.112933884,0.11,PANK2,+,ENSG00000125779,35017,5' UTR,TxEx1,None,TRUE,chr20:3888800,chr2:131099874
cg25260948,-0.085580327,-0.086,URI1,-,ENSG00000105176,31419,Distal Intergenic,EnhWk4,None,TRUE,chr19:30551051,chr7:38707039
cg25325909,-0.062142067,-0.062,CADM1,+,ENSG00000182985,335291,"Intron (uc001ppf.4/23705, intron 1 of 8)",Tx2,None,TRUE,chr11:115247741,chr9:47462904
cg25479597,0.002804278,0.0028,FBXL20,+,ENSG00000108306,149013,"Exon (uc002hrt.3/84961, exon 15 of 15)",TxEx2,None,TRUE,chr17:37417741,chr11:97950933
cg25498212,0.20659948,0.21,FOSL2,+,ENSG00000075426,23777,Promoter (<=1kb),PromF4,PRC2,FALSE,chr2:28616580,chr5:32439069
cg25680010,0.084110361,0.084,NDST2,+,ENSG00000166507,9921,"Exon (uc001jvk.2/8509, exon 4 of 15)",TxEnh4,None,TRUE,chr10:75566885,chr14:21548117
cg25682789,-0.003077726,-0.0031,ARRDC3,-,ENSG00000113369,14609,Distal Intergenic,Acet3,None,TRUE,chr5:91181374,chr13:80486939
cg25693396,0.001247912,0.0012,PAX6-AS1,-,ENSG00000281880,70474,"Intron (uc021qfo.1/440034, intron 1 of 2)",ReprPC1,PRC2,TRUE,chr11:31848086,chr2:105500653
