CpG ID,Coefficient,Coefficient rounded,Symbol,strand,ENSEMBL,Gene Length,annotation,Chromatin State,PRC Binding Site,CpG Island,Human hg38,Mouse mm9
cg17161505,0.034745156,0.035,ADAMTS6,+,ENSG00000049192,333142,"Intron (uc003jto.4/11174, intron 20 of 24)","Tx8,TxEnh8",None,TRUE,chr5:64509798,NA
cg17184510,0.237714372,0.24,ZDHHC9,+,ENSG00000188706,40298,"Exon (uc004euv.3/51114, exon 5 of 10)",Tx5,None,TRUE,chr23:128948768,chr20:45536332
cg17267107,0.047687645,0.048,CASZ1,+,ENSG00000130940,160068,"Intron (uc001aro.4/54897, intron 4 of 20)",EnhWk2,None,TRUE,chr1:10730023,chr4:148298717
cg17548238,-6.47E-05,-6.50E-05,GLP1R,-,ENSG00000112164,38490,"Intron (uc003ooh.2/2740, intron 3 of 13)",ReprPC6,None,TRUE,chr6:39027682,chr17:31048610
cg17605604,0.133381119,0.13,C5orf30,-,ENSG00000181751,19920,3' UTR,TxWk1,None,TRUE,chr5:102612899,NA
cg17673691,0.003416972,0.0034,GABRB2,+,ENSG00000145864,259695,"Exon (uc003lys.1/2561, exon 10 of 11)",EnhWk8,None,TRUE,chr5:160753392,NA
cg17820491,0.023408336,0.023,HTR1B,-,ENSG00000135312,1173,Promoter (<=1kb),BivProm2,None,FALSE,chr6:78172232,chr9:81525283
cg17835200,0.001854236,0.0019,SLITRK2,-,ENSG00000185985,8014,"Exon (uc004fcd.3/84631, exon 5 of 5)",ReprPC9,None,TRUE,chr23:144905219,chr20:63908358
cg17929892,0.077768434,0.078,MIR4475,+,ENSG00000266255,61,Distal Intergenic,BivProm2,None,TRUE,chr9:36819389,NA
cg17942396,0.104533101,0.1,MSX2,+,ENSG00000120149,6328,Distal Intergenic,ReprPC2,PRC2,TRUE,chr5:174161041,chr13:53559359
cg17967826,0.060598463,0.061,RSPH14,+,ENSG00000100218,82649,"Exon (uc002zwu.1/2781, exon 2 of 3)",TxWk2,None,FALSE,chr22:23438056,chr10:74454336
cg18052025,-0.045471316,-0.045,ZMIZ1,+,ENSG00000108175,247494,"Intron (uc001kaf.2/57178, intron 3 of 24)",TxEnh2,None,TRUE,chr10:80904553,chr14:26341430
cg18132535,0.11630132,0.12,PSD2,+,ENSG00000146005,48643,Distal Intergenic,EnhA7,None,FALSE,chr5:139139108,chr18:36093231
cg18161408,-0.135968631,-0.14,ATG4C,-,ENSG00000125703,81165,Distal Intergenic,ReprPC3,None,TRUE,chr1:63464866,chr4:99041429
cg18169540,-0.235513617,-0.24,DVL3,+,ENSG00000161202,18031,3' UTR,TxEx3,None,TRUE,chr3:183888496,chr16:20531542
cg18357583,-0.016973294,-0.017,SMAD2,-,ENSG00000175387,97505,Distal Intergenic,EnhA6,None,TRUE,chr18:45121041,chr18:76772559
cg18435088,0.038647301,0.039,MIR183,+,ENSG00000207691,110,Promoter (<=1kb),BivProm3,None,TRUE,chr7:129414779,chr6:30119683
cg18586457,-0.175249625,-0.18,ZNF827,-,ENSG00000151612,62790,3' UTR,TxEx2,None,FALSE,chr4:146682511,chr8:81713804
cg18747712,0.03395655,0.034,CNTLN,+,ENSG00000044459,368880,"Intron (uc003zmz.2/54875, intron 15 of 24)",EnhWk8,None,TRUE,chr9:17395441,chr4:84696414
cg19106010,0.042483795,0.042,ANKRD44,-,ENSG00000065413,324136,5' UTR,EnhWk6,None,TRUE,chr2:198001380,chr1:54835195
cg19203457,0.00107659,0.0011,MARCKS,-,ENSG00000277443,6126,3' UTR,BivProm4,None,TRUE,chr6:114181798,NA
cg19280263,0.105928047,0.11,UNC80,-,ENSG00000144406,227308,"Exon (uc010zjc.1/285175, exon 60 of 64)",ReprPC4,None,TRUE,chr2:210849595,chr1:66732205
cg19362725,0.172521804,0.17,CNOT1,-,ENSG00000125107,109941,"Exon (uc002enu.5/23019, exon 8 of 49)",TxEx1,None,TRUE,chr16:58619353,chr8:98294553
cg19430868,0.039960418,0.04,LRBA,-,ENSG00000198589,584917,"Exon (uc003ilt.4/987, exon 14 of 33)",TxEnh5,None,TRUE,chr4:151520281,chr3:86336008
cg19450595,0.079903404,0.08,CCDC171,-,ENSG00000164989,418801,"Exon (uc003zmd.3/203238, exon 22 of 26)",Acet2,None,TRUE,chr9:15846790,chr4:83388922
cg19483831,0.028181463,0.028,FGF7P6,+,ENSG00000227449,59264,Distal Intergenic,GapArtf1,None,TRUE,chr9:46380889,chr15:102891015
cg19718644,-0.021312079,-0.021,ZNF423,-,ENSG00000102935,173622,"Intron (uc010vgn.3/23090, intron 3 of 5)",EnhA17,None,TRUE,chr16:49623546,chr8:90268991
cg19799050,-0.050182598,-0.05,TCF7L2,-,ENSG00000148737,217428,"Intron (uc001lac.4/6934, intron 3 of 13)",EnhA1,None,TRUE,chr10:114716568,chr19:55822597
cg19827223,-0.110708015,-0.11,PBX1,+,ENSG00000185630,292464,Distal Intergenic,BivProm4,PRC2,TRUE,chr1:164290275,chr1:170607019
cg19891210,0.036169316,0.036,CREM,+,ENSG00000095794,86118,"Exon (uc001ixz.3/1390, exon 3 of 3)",EnhA19,None,TRUE,chr10:35500201,chr18:3268107
cg19912994,0.061962714,0.062,KCNC4,-,ENSG00000116396,23339,Promoter (<=1kb),BivProm1,PRC2,FALSE,chr1:110754255,chr3:107261674
cg20033770,0.114311153,0.11,CHD3,+,ENSG00000170004,27953,"Exon (uc002gjd.2/1107, exon 38 of 40)",TxEx3,None,TRUE,chr17:7813871,chr11:69159010
cg20074403,-0.069981435,-0.07,PAX2,-,ENSG00000075891,84231,Distal Intergenic,ReprPC1,PRC2,FALSE,chr10:102419400,chr19:44749396
cg20136571,-0.099218207,-0.099,INPP4A,-,ENSG00000040933,146176,"Exon (uc010yvj.1/3631, exon 26 of 26)",Tx5,None,TRUE,chr2:99198094,chr1:37460349
cg20168721,0.130375341,0.13,ADAM22,+,ENSG00000008277,268639,"Intron (uc003ujm.3/53616, intron 28 of 30)",EnhA12,None,TRUE,chr7:87813643,chr5:8090215
cg20194417,0.02744582,0.027,NPR2,+,ENSG00000159899,17323,"Exon (uc003zyd.3/4882, exon 9 of 22)",TxEx3,None,TRUE,chr9:35801923,chr4:43656207
cg20237793,-0.062131409,-0.062,LINC01012,+,ENSG00000281706,16188,"Exon (uc021yqr.1/uc021yqr.1, exon 1 of 1)",BivProm2,None,TRUE,chr6:27599252,chr13:21988847
cg20404758,0.032198687,0.032,CLSTN3,-,ENSG00000139182,28564,"Exon (uc001qsr.3/9746, exon 12 of 18)",TxEx3,None,TRUE,chr12:7295764,chr6:124399650
cg20407054,0.081861431,0.082,UBA3,-,ENSG00000144744,25644,5' UTR,TxEnh2,None,TRUE,chr3:69127022,chr6:97153541
cg20528934,-0.263882022,-0.26,SMAD2,+,ENSG00000175387,97505,3' UTR,EnhWk4,None,TRUE,chr18:45120826,chr18:76772769
cg20640572,-0.032709472,-0.033,ESRRG,+,ENSG00000196482,634510,"Intron (uc001hkw.2/2104, intron 5 of 6)",EnhWk4,None,TRUE,chr1:216723565,chr1:189991362
cg20654074,-0.028659795,-0.029,DLL4,+,ENSG00000128917,9728,"Intron (uc001zng.2/54567, intron 3 of 10)",BivProm1,None,FALSE,chr15:41223179,chr2:119153165
cg20678942,0.042216257,0.042,SAMD8,+,ENSG00000156671,70489,"Exon (uc001jwx.2/142891, exon 4 of 6)",TxEx1,None,TRUE,chr10:76928312,chr14:22602914
cg20720451,0.040652465,0.041,NSD1,-,ENSG00000165671,167135,"Exon (uc003mfp.2/64324, exon 2 of 4)",TxEx4,None,TRUE,chr5:176562430,chr13:55314910
cg20738648,0.137577843,0.14,DERL2,+,ENSG00000072849,11882,"Exon (uc002gcc.1/51009, exon 4 of 7)",TxEx1,None,TRUE,chr17:5384671,chr11:70828107
cg20919139,0.031959622,0.032,ARID1A,-,ENSG00000117713,86080,3' UTR,TxEnh4,None,TRUE,chr1:27108215,chr4:133235305
cg20987667,-0.01530893,-0.015,ADGRL3,-,ENSG00000150471,871195,"Intron (uc003hcq.4/23284, intron 24 of 25)",EnhA18,None,TRUE,chr4:62929310,chr5:82216548
cg21028063,0.018097077,0.018,ZFHX4,-,ENSG00000091656,186007,"Intron (uc003yat.1/79776, intron 1 of 2)",BivProm4,None,TRUE,chr8:77596151,chr3:5221640
cg21115959,0.085134775,0.085,TBR1,+,ENSG00000136535,8954,Promoter (<=1kb),BivProm2,PRC2,TRUE,chr2:162273212,chr2:61643055
cg21344777,0.140062779,0.14,ESRRB,+,ENSG00000119715,130491,Distal Intergenic,EnhWk8,None,TRUE,chr14:76800866,chr12:87724928
cg21347683,0.168707287,0.17,NAA25,+,ENSG00000111300,82143,"Exon (uc001ttn.4/80018, exon 15 of 24)",TxEx2,None,TRUE,chr12:112487342,NA
cg21405047,0.041044639,0.041,CNOT2,-,ENSG00000111596,112000,5' UTR,Tx4,None,TRUE,chr12:70672000,chr10:115986142
cg21522167,0.088142741,0.088,ANKRD44,+,ENSG00000065413,324136,3' UTR,EnhWk6,None,TRUE,chr2:198001338,chr1:54835153
cg21531455,0.003891232,0.0039,INSC,-,ENSG00000188487,98109,Distal Intergenic,Acet8,None,TRUE,chr11:15644243,chr7:122337149
cg21574459,0.004287958,0.0043,WDR7,+,ENSG00000091157,378421,"Intron (uc010dpk.1/23335, intron 19 of 19)",EnhA19,None,TRUE,chr18:54540848,chr18:64023706
cg21631452,-0.046910466,-0.047,PRDM12,-,ENSG00000130711,18404,"Intron (uc004bzt.1/59335, intron 1 of 4)",BivProm2,PRC2,FALSE,chr9:133541085,chr2:31496689
cg21639332,-0.031522983,-0.032,LMO1,+,ENSG00000166407,44332,Promoter (<=1kb),BivProm2,PRC2,TRUE,chr11:8290523,chr7:116319051
cg21664672,0.031942544,0.032,NNMT,-,ENSG00000166741,54686,Promoter (<=1kb),PromF1,None,TRUE,chr11:114128520,chr9:48457732
cg21799207,-0.026229039,-0.026,MAPKAP1,+,ENSG00000119487,269841,"Intron (uc010mwz.3/79109, intron 3 of 8)",TxEnh8,None,TRUE,chr9:128308262,chr2:34386852
cg21879618,0.060358612,0.06,FEZF2,+,ENSG00000153266,3404,Distal Intergenic,ReprPC1,None,TRUE,chr3:62351940,chr14:13171175
cg21927949,0.008304054,0.0083,TNR,+,ENSG00000116147,420818,3' UTR,ReprPC5,None,TRUE,chr1:175365737,chr1:161788513
cg22171829.2,-0.077636617,-0.078,PDK4,-,ENSG00000004799,13117,Promoter (<=1kb),PromF5,None,FALSE,chr7:95225520,chr6:5446077
cg22213242,0.163330587,0.16,CD248,-,ENSG00000174807,2558,Promoter (<=1kb),EnhA1,None,FALSE,chr11:66083573,chr19:5069050
cg22417789,-0.198784522,-0.2,SPRY2,-,ENSG00000136158,4975,Promoter (<=1kb),TSS1,PRC2,FALSE,chr13:80915465,chr14:106296559
cg22468194,-0.010072604,-0.01,LDB1,-,ENSG00000198728,12886,"Exon (uc001kuk.4/8861, exon 6 of 11)",TxEx1,None,TRUE,chr10:103870339,chr19:46109964
cg22525783,0.041747504,0.042,CCDC171,-,ENSG00000164989,418801,"Exon (uc003zmd.3/203238, exon 22 of 26)",Acet2,None,TRUE,chr9:15846748,chr4:83388880
cg22572489,0.012492462,0.012,MEIS1-AS3,+,NA,10128,Promoter (<=1kb),PromF5,None,FALSE,chr2:66660630,chr11:18920587
cg22639428,0.005981765,0.006,GRIA3,-,ENSG00000125675,306671,"Intron (uc004etq.4/2892, intron 13 of 15)",ReprPC8,None,TRUE,chr23:122613697,chr20:39022461
cg22710034,-0.086821271,-0.087,RBMX,-,ENSG00000147274,11587,3' UTR,Tx4,None,TRUE,chr23:135956584,chr20:54640543
cg22792446,-0.065030176,-0.065,IFT43,+,ENSG00000119650,98321,"Intron (uc001xsf.2/112752, intron 5 of 6)",EnhWk4,None,TRUE,chr14:76541982,chr12:87494672
cg22934566,0.034560419,0.035,KALRN,-,ENSG00000160145,425171,3' UTR,TxWk2,None,TRUE,chr3:124237265,chr16:34153572
cg23059642,-0.119637238,-0.12,AUTS2,+,ENSG00000158321,691703,Promoter (<=1kb),PromF5,None,FALSE,chr7:69064941,chr5:133017391
cg23126716,-0.000589551,-0.00059,HS2ST1,-,ENSG00000153936,195347,Promoter (<=1kb),PromF4,None,FALSE,chr1:87380766,chr3:144232774
cg23169811,0.051042941,0.051,TRIP12,-,ENSG00000153827,154726,"Exon (uc021vxw.1/9320, exon 34 of 40)",TxEx2,None,TRUE,chr2:230643217,chr1:84728266
cg23194298,0.088046787,0.088,HOXD10,-,ENSG00000128710,3179,3' UTR,BivProm2,PRC2,TRUE,chr2:176983921,chr2:74532387
cg23197560,-0.009542451,-0.0095,MYH6,+,ENSG00000197616,26288,"Exon (uc010tnn.2/406990, exon 1 of 1)",ReprPC7,None,TRUE,chr14:23857854,chr14:55567952
cg23463700,-0.034438034,-0.034,PBX2,-,ENSG00000204304,5454,3' UTR,DNase1,None,TRUE,chr6:32153540,chr17:34733387
cg23842237,-0.016578459,-0.017,RNF220,+,ENSG00000187147,246437,"Intron (uc001clv.1/55182, intron 2 of 14)",EnhA13,None,TRUE,chr1:45071779,chr4:116987716
cg23888549,-0.001630398,-0.0016,ARHGAP15,-,ENSG00000075884,332759,Distal Intergenic,Acet3,None,TRUE,chr2:144550328,chr2:44265490
cg23931730,0.06877648,0.069,ANK1,-,ENSG00000029534,243537,Promoter (<=1kb),BivProm2,PRC2,FALSE,chr8:41754001,chr8:24085604
cg23970709,-0.000635876,-0.00064,PLEKHH3,-,ENSG00000068137,8177,"Exon (uc002iat.2/79990, exon 11 of 13)",TxEx4,None,FALSE,chr17:40821936,chr11:101025327
cg24037767,0.179904648,0.18,SMUG1,-,ENSG00000123415,7503,Distal Intergenic,EnhWk2,None,TRUE,chr12:54555029,chr15:102966211
cg24079953,-0.145762433,-0.15,SEC31B,-,ENSG00000075826,24519,"Intron (uc009xwo.1/25956, intron 4 of 11)",TxEx2,None,TRUE,chr10:102284135,chr19:44625335
cg24083420,-0.302052401,-0.3,MAML3,+,ENSG00000196782,437688,Promoter (<=1kb),PromF4,None,TRUE,chr4:141075038,chr3:51908620
cg24138127,-0.001382485,-0.0014,MADD,-,ENSG00000110514,60656,3' UTR,TxEx2,None,TRUE,chr11:47350196,chr2:90978924
cg24149135,0.007584538,0.0076,SPATS2,+,ENSG00000123352,160520,"Exon (uc001rud.2/65244, exon 9 of 14)",Tx6,None,TRUE,chr12:49893909,chr15:99016446
cg24150369,0.001475615,0.0015,SPEN,-,ENSG00000065526,92592,"Exon (uc001axk.1/23013, exon 2 of 15)",TxEx1,None,TRUE,chr1:16199600,chr4:141078017
cg24399485,0.127217376,0.13,PTCH1,+,ENSG00000185920,73984,"Intron (uc010mro.3/5727, intron 2 of 23)",EnhA19,None,TRUE,chr9:98258393,chr13:63656003
cg24934277,-0.037004704,-0.037,DAG1,+,ENSG00000173402,66916,3' UTR,Tx5,None,TRUE,chr3:49571039,chr9:108109183
cg24949915,-0.011945776,-0.012,MIR2113,+,ENSG00000238367,89,Promoter (1-2kb),Quies1,None,TRUE,chr6:98470421,chr4:23556107
cg25061576,0.003261561,0.0033,PDGFRA,+,ENSG00000134853,920593,"Intron (uc003haa.3/5156, intron 12 of 23)",ReprPC1,PRC2,TRUE,chr4:54962581,chr5:75468011
cg25260948,-0.043533426,-0.044,URI1,-,ENSG00000105176,31419,Distal Intergenic,EnhWk4,None,TRUE,chr19:30551051,chr7:38707039
cg25517295,0.463492141,0.46,HNRNPK,+,ENSG00000165119,12572,5' UTR,TxEx4,None,TRUE,chr9:86590507,chr13:58499244
cg25543045,0.011139571,0.011,ASCL1,+,ENSG00000139352,2843,Distal Intergenic,EnhA18,None,TRUE,chr12:103406739,chr10:86910777
cg25682789,-0.039562873,-0.04,ARRDC3,-,ENSG00000113369,14609,Distal Intergenic,Acet3,None,TRUE,chr5:91181374,chr13:80486939
cg25729109,0.010974516,0.011,BCL11B,-,ENSG00000127152,102198,"Exon (uc001yga.3/64919, exon 4 of 4)",TxEnh5,None,FALSE,chr14:99640541,chr12:109153663
cg25785694,0.001758562,0.0018,MEIS1,+,ENSG00000143995,129015,Distal Intergenic,EnhWk3,None,TRUE,chr2:66916204,NA
cg26064506,0.085995973,0.086,CTNND2,+,ENSG00000169862,932159,"Exon (uc011cmx.1/1501, exon 10 of 17)",Acet3,None,TRUE,chr5:11084027,chr15:30850506
cg26071781,0.000396339,4.00E-04,G2E3,-,ENSG00000092140,60718,Distal Intergenic,EnhA6,None,TRUE,chr14:30742640,NA
cg26107500,0.180602377,0.18,TIFAB,-,ENSG00000255833,3532,Distal Intergenic,EnhWk4,None,TRUE,chr5:134813000,chr13:56310022
cg26126145,-0.006578414,-0.0066,HOXB6,+,ENSG00000108511,9236,5' UTR,PromF5,PRC2,FALSE,chr17:46675549,chr11:96160453
cg26158731,0.023559729,0.024,RERE,-,ENSG00000142599,465236,5' UTR,Tx2,None,TRUE,chr1:8716400,chr4:149780404
cg26160460,-0.005478604,-0.0055,MIR181A1HG,+,NA,129427,"Exon (uc001guy.3/406995, exon 1 of 1)",Tx4,None,TRUE,chr1:198828209,chr1:139863094
cg26174523,0.155661893,0.16,MIR548F5,-,ENSG00000221348,467457,"Exon (uc001uve.4/9201, exon 13 of 14)",EnhA6,None,TRUE,chr13:36362413,chr3:55325780
cg26236730,0.014803426,0.015,BSN,-,ENSG00000164061,117061,"Exon (uc003cxe.4/8927, exon 6 of 12)",ReprPC7,None,TRUE,chr3:49698153,chr9:108010282
cg26286303,0.012014848,0.012,CYFIP2,-,ENSG00000055163,129516,"Exon (uc003lwt.3/26999, exon 12 of 28)",Tx5,None,TRUE,chr5:156750004,chr11:46072197
cg26625831,-0.090547066,-0.091,VCL,+,ENSG00000035403,124964,"Exon (uc009xrr.3/7414, exon 19 of 23)",TxEx1,None,TRUE,chr10:75867020,chr14:21841257
cg26782661,0.024154081,0.024,BCOR,-,ENSG00000183337,126084,"Intron (uc004deo.4/54880, intron 1 of 13)",TSS2,None,FALSE,chr23:40013751,chr20:11713262
cg26866187,0.000103228,1.00E-04,SHOX2,-,ENSG00000168779,10153,Distal Intergenic,ReprPC5,None,TRUE,chr3:157676407,NA
cg26879409,0.068656358,0.069,CACNA1A,-,ENSG00000141837,69515,"Exon (uc002mwx.3/773, exon 2 of 23)",DNase1,None,TRUE,chr19:13373594,chr8:87103421
cg26939043,-0.242187294,-0.24,PRRX1,+,ENSG00000116132,75229,3' UTR,EnhA2,None,TRUE,chr1:170699448,chr1:165184148
cg27244652,-0.049259494,-0.049,CYLD,+,ENSG00000083799,4920,Distal Intergenic,BivProm1,None,FALSE,chr16:50875321,chr8:91303508
cg27353147,-0.201777034,-0.2,PTPRD,+,ENSG00000153707,2298478,3' UTR,EnhWk4,None,TRUE,chr9:8314347,chr4:75587243
cg27379398,-0.032717201,-0.033,CDH6,+,ENSG00000113361,58200,Distal Intergenic,EnhWk4,None,TRUE,chr5:30926599,chr15:13391608
cg27425459,0.041796109,0.042,MRPS9,+,ENSG00000135972,61936,"Intron (uc002tcn.4/64965, intron 5 of 10)",EnhA17,None,TRUE,chr2:105697589,chr1:42945532
cg27432588,0.033202518,0.033,MIR1253,-,ENSG00000221200,105,Distal Intergenic,ReprPC5,None,TRUE,chr17:2638396,chr11:74443526
cg27582354,-0.003737213,-0.0037,R3HDM2,-,ENSG00000179912,46981,Promoter (<=1kb),TxEx2,None,TRUE,chr12:57690278,chr10:126895921
