CpG ID,Coefficient,Coefficient rounded,Symbol,strand,ENSEMBL,Gene Length,annotation,Chromatin State,PRC Binding Site,CpG Island,Human hg38,Mouse mm9
cg11545683,-0.082879129,-0.083,LHX1,-,ENSG00000273706,7144,Promoter (7-8kb),ReprPC1,None,TRUE,chr17:35287682,chr11:84345271
cg11736686,0.014751825,0.015,MYH7,+,ENSG00000092054,22924,"Exon (uc001wjx.3/4625, exon 12 of 40)",ReprPC7,None,TRUE,chr14:23899016,chr14:55608124
cg11789731,-0.305445206,-0.31,PORCN,-,ENSG00000102312,11832,"Exon (uc004djr.1/64840, exon 14 of 14)",EnhWk6,None,TRUE,chr23:48378850,chr20:7771315
cg11803466,0.02690328,0.027,SMAD7,-,ENSG00000101665,30859,"Intron (uc010xde.2/4092, intron 1 of 3)",TSS1,None,FALSE,chr18:46474939,chr18:75530415
cg11851831,0.07643591,0.076,FZD5,+,ENSG00000163251,6834,"Exon (uc002vcj.3/7855, exon 2 of 2)",BivProm1,None,FALSE,chr2:208631969,chr1:64781680
cg11887397,0.073002049,0.073,SENP3-EIF4A1,-,NA,17016,5' UTR,TxEnh4,None,TRUE,chr17:7474806,NA
cg11948823,0.003280345,0.0033,FOXP2,+,ENSG00000128573,607463,3' UTR,Quies3,None,TRUE,chr7:114332057,chr6:15390203
cg12046720,0.012536185,0.013,PEX14,-,ENSG00000142655,155813,"Intron (uc001arl.3/5195, intron 2 of 2)",TxEnh2,None,TRUE,chr1:10573835,chr4:148436204
cg12084629,-0.114268698,-0.11,THTPA,+,ENSG00000259431,47822,3' UTR,TxEnh4,None,TRUE,chr14:24028298,chr14:55716578
cg12126232,-0.005118088,-0.0051,MEIS2,-,ENSG00000134138,210279,Distal Intergenic,Quies1,None,TRUE,chr15:37649426,chr2:116145852
cg12179399,0.148560547,0.15,RIMKLB,+,ENSG00000166532,101401,"Exon (uc009zgg.2/uc009zgg.2, exon 1 of 2)",TxEnh5,None,TRUE,chr12:8932033,NA
cg12181207,-0.022868069,-0.023,ZBTB40,+,ENSG00000184677,79307,Promoter (<=1kb),PromF4,None,FALSE,chr1:22778511,chr4:136604546
cg12231138,0.085974869,0.086,LINC01281,-,ENSG00000235304,22407,Distal Intergenic,BivProm3,None,TRUE,chr23:39513053,chr20:11208378
cg12234807,0.003697437,0.0037,FOXD3,-,ENSG00000187140,2068,Downstream (1-2kb),BivProm2,PRC2,TRUE,chr1:63792579,chr4:99327064
cg12237679,-0.085432067,-0.085,KIZ,-,ENSG00000088970,120635,Distal Intergenic,BivProm2,PRC2,TRUE,chr20:21084155,chr2:146662579
cg12271854,-0.054242947,-0.054,ZIC3,-,ENSG00000156925,5914,3' UTR,ReprPC1,None,TRUE,chr23:136652214,chr20:55287711
cg12276711,-0.097379389,-0.097,RIMS1,+,ENSG00000079841,516440,3' UTR,EnhA5,None,TRUE,chr6:72970436,chr1:22415985
cg12319374,-0.02236007,-0.022,TENM3,+,ENSG00000218336,479079,"Exon (uc003ivd.1/55714, exon 27 of 27)",Acet1,None,FALSE,chr4:183720994,chr8:49314309
cg12356120,-0.12711496,-0.13,MSL2,+,ENSG00000174579,46929,"Exon (uc011bmb.1/55167, exon 2 of 2)",TxEnh4,None,TRUE,chr3:135870113,chr9:101004367
cg12476489,-0.011018779,-0.011,PCBP1,-,ENSG00000169564,1750,Promoter (<=1kb),PromF4,None,FALSE,chr2:70315396,NA
cg12513747,0.065391593,0.065,MECOM,-,ENSG00000085276,580277,"Intron (uc003ffl.2/2122, intron 1 of 14)",EnhWk4,None,TRUE,chr3:168907574,chr3:29959115
cg12580399,-0.039885888,-0.04,ARHGAP21,-,ENSG00000107863,140060,"Exon (uc010qdb.1/57584, exon 18 of 20)",TxEx2,None,TRUE,chr10:24879383,chr2:20775834
cg12646064,-0.024000923,-0.024,MIR4318,-,ENSG00000266530,81,Distal Intergenic,Quies2,None,TRUE,chr18:35877906,chr18:26731334
cg12649161,0.379082736,0.38,AGAP1,-,ENSG00000157985,637712,"Intron (uc002vvs.3/116987, intron 11 of 17)",EnhA6,None,TRUE,chr2:236826332,chr1:91647678
cg12652554,0.001920021,0.0019,BCL11B,-,ENSG00000127152,102198,"Exon (uc001yga.3/64919, exon 4 of 4)",TxEnh5,None,FALSE,chr14:99640634,chr12:109153756
cg12659984,-0.189024564,-0.19,LMO3,-,ENSG00000048540,57008,"Intron (uc001rdj.2/55885, intron 2 of 3)",EnhA19,None,TRUE,chr12:16726689,chr6:138337195
cg12783911,0.051831978,0.052,BSX,-,ENSG00000188909,4023,Distal Intergenic,ReprPC3,None,TRUE,chr11:122870204,chr9:40666853
cg12855086,-0.017895342,-0.018,CLINT1,-,ENSG00000113282,73433,Distal Intergenic,EnhWk4,None,TRUE,chr5:157653608,chr11:45305254
cg12934154,-0.00829617,-0.0083,HIPK1,-,ENSG00000163349,48496,"Exon (uc001eel.3/204851, exon 10 of 15)",TxEx2,None,TRUE,chr1:114506098,chr3:103557347
cg12935694,3.89E-05,3.90E-05,EIF4G2,+,ENSG00000110321,10951,"Exon (uc001mjb.3/1982, exon 13 of 22)",TxEx1,None,TRUE,chr11:10823751,NA
cg13222741,-0.014887392,-0.015,LMO1,+,ENSG00000166407,44332,Distal Intergenic,ReprPC4,None,TRUE,chr11:8383976,chr7:116405476
cg13296177,0.003609825,0.0036,DIP2B,-,ENSG00000066084,175277,"Exon (uc001rwu.3/57609, exon 5 of 8)",TxEx2,None,TRUE,chr12:51065017,chr15:99981630
cg13366440,-0.265105872,-0.27,SHISAL2B,+,ENSG00000145642,27883,Promoter (<=1kb),BivProm1,PRC2,FALSE,chr5:63986596,chr13:105653647
cg13392367,-0.149993921,-0.15,AGO1,-,ENSG00000092847,54491,"Exon (uc001bzk.3/26523, exon 18 of 19)",TxEx2,None,TRUE,chr1:36384701,chr4:126117239
cg13423078,0.050218983,0.05,MAX,-,ENSG00000125952,96444,3' UTR,TxEx2,None,TRUE,chr14:65543378,NA
cg13546240,-0.000209734,-0.00021,IRF2BP1,+,ENSG00000170604,2511,Distal Intergenic,PromF5,PRC2,TRUE,chr19:46379991,chr7:19597733
cg13550064,-0.013558166,-0.014,ARIH1,+,ENSG00000166233,112230,"Exon (uc002aut.4/25820, exon 14 of 14)",Tx7,None,TRUE,chr15:72875562,chr9:59241171
cg13750905,0.058413858,0.058,KIFC3,+,ENSG00000140859,44311,"Exon (uc002emp.3/3801, exon 2 of 19)",PromF1,PRC2,TRUE,chr16:57832000,NA
cg13772153,-0.030677819,-0.031,GLRA4,+,ENSG00000188828,21281,"Exon (uc011mse.2/441509, exon 7 of 9)",ReprPC8,None,TRUE,chr23:102974058,chr20:133301796
cg13802770,0.003362273,0.0034,EXT1,+,ENSG00000182197,312457,"Exon (uc003yok.1/2131, exon 11 of 11)",TxEx3,None,TRUE,chr8:118812044,chr15:52900312
cg13962261,-0.117738359,-0.12,MNT,+,ENSG00000070444,16905,Promoter (<=1kb),PromF4,None,FALSE,chr17:2303936,chr11:74644900
cg13996934,-0.007144767,-0.0071,PTF1A,-,ENSG00000168267,1722,Distal Intergenic,ReprPC2,PRC2,TRUE,chr10:23487399,chr2:19373285
cg14054874,0.004945824,0.0049,PITX2,+,ENSG00000164093,24700,Promoter (<=1kb),ReprPC1,None,TRUE,chr4:111562900,NA
cg14109584,-0.266963928,-0.27,GPD2,+,ENSG00000115159,102940,Distal Intergenic,Acet2,None,TRUE,chr2:157551664,chr2:57370371
cg14211535,0.708407847,0.71,HNRNPD,-,ENSG00000138668,18271,3' UTR,TxEx1,None,TRUE,chr4:83276127,chr5:100391196
cg14225468,0.112513001,0.11,AGPS,-,ENSG00000018510,151094,"Exon (uc002ull.2/8540, exon 18 of 20)",Tx6,None,TRUE,chr2:178386078,chr2:75747739
cg14241622,0.085107175,0.085,AKTIP,-,ENSG00000166971,11979,Distal Intergenic,EnhWk3,None,TRUE,chr16:53563547,chr8:93695038
cg14399158,0.040669775,0.041,ZBTB44,-,ENSG00000196323,88034,"Exon (uc001qga.3/29068, exon 5 of 8)",TxEx2,None,TRUE,chr11:130106889,chr9:30874342
cg14419939,0.109774991,0.11,RSBN1,-,ENSG00000081019,50617,"Exon (uc001edq.3/54665, exon 6 of 7)",Tx6,None,TRUE,chr1:114309815,chr3:103765409
cg14444596,-0.061560985,-0.062,WWOX,-,ENSG00000186153,1113238,"Intron (uc002ffk.3/51741, intron 8 of 8)",EnhWk4,None,TRUE,chr16:78523927,chr8:117283183
cg14617937,-0.10910829,-0.11,DLL4,-,ENSG00000128917,9728,Downstream (1-2kb),PromF1,None,TRUE,chr15:41232685,chr2:119162351
cg14679255,0.054196664,0.054,MIR196A2,+,ENSG00000207924,110,Promoter (<=1kb),BivProm2,PRC2,TRUE,chr12:54385526,NA
cg14791398,0.112358188,0.11,SATB1,-,ENSG00000182568,91133,5' UTR,EnhWk6,None,TRUE,chr3:18462444,chr17:51948563
cg14884775,-0.059460129,-0.059,GALR1,-,ENSG00000166573,20089,Distal Intergenic,Quies2,None,TRUE,chr18:75545000,chr18:82049398
cg14963014,-0.003407677,-0.0034,JPH4,+,ENSG00000092051,10766,"Exon (uc001wkq.2/84502, exon 3 of 7)",BivProm1,None,FALSE,chr14:24046433,chr14:55733882
cg15034063,0.194436803,0.19,DNMT3A,+,ENSG00000119772,109630,"Exon (uc002rgb.4/1788, exon 4 of 19)",TxEx2,None,TRUE,chr2:25470548,chr12:3896059
cg15051610,-0.131815359,-0.13,PHF21A,-,ENSG00000135365,192116,Distal Intergenic,ReprPC3,None,TRUE,chr11:46156640,chr2:92005667
cg15103858,0.032798385,0.033,SMAD3,-,ENSG00000166949,129339,Distal Intergenic,EnhWk4,None,TRUE,chr15:67199458,chr9:63728856
cg15112783,-0.113773624,-0.11,MAP1LC3A,-,ENSG00000101460,13462,"Exon (uc002xap.2/84557, exon 5 of 5)",EnhWk2,None,FALSE,chr20:33147614,NA
cg15185840,-0.006020011,-0.006,CUX2,+,ENSG00000111249,316531,"Intron (uc001tsa.2/23316, intron 1 of 21)",ReprPC7,None,TRUE,chr12:111515381,chr5:122467180
cg15411708,0.097784542,0.098,UBE2H,+,ENSG00000186591,122211,5' UTR,TxEnh2,None,TRUE,chr7:129498741,chr6:30192537
cg15519745,-0.004080772,-0.0041,GLIS3,+,ENSG00000107249,475908,5' UTR,Acet7,None,TRUE,chr9:4125851,chr19:28614808
cg15547854,0.130498466,0.13,TNPO2,-,ENSG00000105576,22522,"Exon (uc002muo.3/30000, exon 21 of 25)",TxEx2,None,TRUE,chr19:12812981,chr8:87578600
cg15725174,-0.220638698,-0.22,AP3B1,+,ENSG00000132842,292430,"Exon (uc003kfj.4/8546, exon 16 of 27)",Tx6,None,TRUE,chr5:77425064,chr13:95241697
cg15787223,-0.006044462,-0.006,SMAD2,+,ENSG00000175387,97505,Distal Intergenic,HET2,None,TRUE,chr18:45128280,NA
cg15833233,0.075854367,0.076,LINC01364,-,ENSG00000227290,18129,Distal Intergenic,EnhA2,None,TRUE,chr1:88149452,chr3:143528730
cg15841222,0.401733652,0.4,ERC2,-,ENSG00000187672,960056,"Exon (uc003dho.1/26059, exon 2 of 3)",Acet2,None,TRUE,chr3:55640892,NA
cg15846956,0.002898105,0.0029,UNCX,-,ENSG00000164853,3960,Downstream (1-2kb),ReprPC1,PRC2,FALSE,chr7:1278150,NA
cg15917885,0.109823286,0.11,NEUROD2,+,ENSG00000171532,4155,Distal Intergenic,ReprPC1,PRC2,TRUE,chr17:37752009,chr11:98178949
cg16323231,0.059915998,0.06,RASL10B,-,ENSG00000270885,11862,"Exon (uc002hju.3/91608, exon 2 of 4)",ReprPC7,None,FALSE,chr17:34062293,chr11:83226210
cg16323498,0.078981999,0.079,GID4,+,ENSG00000141034,29108,Promoter (<=1kb),PromF4,None,FALSE,chr17:17943126,chr11:60231256
cg16413495,-0.021166865,-0.021,HUWE1,-,ENSG00000086758,61505,"Exon (uc004dsn.4/10075, exon 24 of 53)",TxEx2,None,TRUE,chr23:53588798,chr20:148341905
cg16589235,0.030247473,0.03,VTI1A,-,ENSG00000151532,371749,"Intron (uc001kzy.3/143187, intron 4 of 7)",EnhA20,None,TRUE,chr10:114296577,chr19:55464882
cg16730450,0.022331628,0.022,LOC339862,+,NA,306347,"Intron (uc003cbg.4/339862, intron 4 of 4)",Quies3,None,TRUE,chr3:18093311,chr17:51603618
cg16737995,-0.802377112,-0.8,CEP170,+,ENSG00000143702,130979,"Exon (uc021plo.1/9859, exon 14 of 20)",Tx6,None,TRUE,chr1:243319688,chr1:178680222
cg16951263,-0.04494014,-0.045,NR2F2,-,ENSG00000185551,6924,Downstream (<1kb),PromF5,PRC2,TRUE,chr15:96883653,chr7:77496663
cg16972264,-0.196256729,-0.2,UBP1,+,ENSG00000153560,52069,"Exon (uc003cfq.4/7342, exon 8 of 16)",TxEx2,None,TRUE,chr3:33450189,chr9:113868593
cg16986847,0.076494729,0.076,TCF7,-,ENSG00000081059,33519,"Exon (uc003kyv.3/6932, exon 9 of 10)",TxEnh4,None,TRUE,chr5:133480554,chr11:52068606
cg16991239,-0.486561198,-0.49,PPP1R10,-,ENSG00000204569,16908,Promoter (<=1kb),PromF6,None,TRUE,chr6:30584273,chr17:36054642
cg17003414,0.004095369,0.0041,REEP3,+,ENSG00000165476,103761,Distal Intergenic,EnhA3,None,TRUE,chr10:65473232,chr10:66383371
cg17269939,-0.104247354,-0.1,ESRRB,-,ENSG00000119715,90969,Distal Intergenic,EnhA17,None,TRUE,chr14:77008493,chr12:87894244
cg17316594,-0.200908789,-0.2,DENND1A,+,ENSG00000119522,550485,"Intron (uc004bny.1/57706, intron 2 of 17)",EnhA17,None,TRUE,chr9:126539573,chr2:38000038
cg17354499,-0.067074593,-0.067,SORCS1,+,ENSG00000108018,591046,"Exon (uc001kyl.3/114815, exon 19 of 27)",Quies3,None,TRUE,chr10:108388981,chr19:50264532
cg17489004,-0.123909511,-0.12,WDR20,-,ENSG00000140153,83822,Promoter (<=1kb),PromF4,None,FALSE,chr14:102606504,chr12:111976482
cg17507887,0.042824179,0.043,TFAP2B,-,ENSG00000008196,28888,Promoter (<=1kb),ReprPC1,PRC2,TRUE,chr6:50786511,chr1:19199155
cg17523528,-0.006025844,-0.006,CDH23,+,ENSG00000107736,419014,"Exon (uc001jrx.4/64072, exon 67 of 68)",TxEnh5,None,TRUE,chr10:73573005,chr10:59767271
cg17553177,0.007630016,0.0076,NOG,+,ENSG00000183691,1892,Distal Intergenic,EnhWk3,None,TRUE,chr17:54598974,chr11:89243805
cg17599620,-0.013971623,-0.014,CLASP2,-,ENSG00000163539,221967,5' UTR,BivProm4,None,TRUE,chr3:33686785,NA
cg17605604,0.124059943,0.12,C5orf30,-,ENSG00000181751,19920,3' UTR,TxWk1,None,TRUE,chr5:102612899,NA
cg17659732,-0.035372561,-0.035,TOX3,+,ENSG00000103460,108889,"Intron (uc002egw.2/27324, intron 2 of 6)",EnhWk8,None,TRUE,chr16:52500074,chr8:92796136
cg17696796,-0.058134737,-0.058,FGFR2,-,ENSG00000066468,120129,"Exon (uc001lfg.4/2263, exon 2 of 11)",TxEnh5,None,TRUE,chr10:123274656,chr7:137339711
cg17722489,-0.032391372,-0.032,SP8,-,ENSG00000164651,4615,Promoter (6-7kb),ReprPC1,None,TRUE,chr7:20833347,chr12:120079104
cg17749783,-0.000991718,-0.00099,GABPB1,+,ENSG00000104064,78217,Promoter (<=1kb),PromF4,None,FALSE,chr15:50647025,chr2:126500935
cg17761592,0.092045501,0.092,ACTN4,-,ENSG00000130402,74252,"Intron (uc010egc.2/81, intron 8 of 11)",TxEnh4,None,TRUE,chr19:39200987,NA
cg17958658,0.019968795,0.02,ANAPC16,+,ENSG00000166295,374472,"Exon (uc001jso.2/9806, exon 1 of 11)",BivProm1,PRC2,FALSE,chr10:73847963,chr10:59569338
cg18169540,-0.107882443,-0.11,DVL3,+,ENSG00000161202,18031,3' UTR,TxEx3,None,TRUE,chr3:183888496,chr16:20531542
cg18225982,-0.347755504,-0.35,PCF11,+,ENSG00000165494,12901,Promoter (<=1kb),PromF4,None,TRUE,chr11:82868643,chr7:99817968
cg18228590,0.139068825,0.14,TBCA,+,ENSG00000171530,85112,Distal Intergenic,ReprPC1,PRC2,TRUE,chr5:77142469,chr13:95478152
cg18271715,-0.020992323,-0.021,NR2F1-AS1,+,ENSG00000237187,154105,Distal Intergenic,EnhWk4,None,TRUE,chr5:92737722,chr13:78590796
cg18357583,-0.104391425,-0.1,SMAD2,-,ENSG00000175387,97505,Distal Intergenic,EnhA6,None,TRUE,chr18:45121041,chr18:76772559
cg18407591,-0.130093278,-0.13,BARHL2,-,ENSG00000143032,5216,"Intron (uc001dnu.2/uc001dnu.2, intron 1 of 1)",ReprPC1,PRC2,TRUE,chr1:91306823,chr5:106994613
cg18435088,0.115275784,0.12,MIR183,+,ENSG00000207691,110,Promoter (<=1kb),BivProm3,None,TRUE,chr7:129414779,chr6:30119683
cg18475684,-0.179620515,-0.18,HOXB-AS3,-,ENSG00000233101,11881,"Intron (uc021tzg.2/404266, intron 1 of 2)",TSS2,PRC2,FALSE,chr17:46671202,chr11:96164770
cg18493498,0.017319454,0.017,SLF2,-,ENSG00000119906,52566,Distal Intergenic,ReprPC1,PRC2,TRUE,chr10:102626722,chr19:44957424
cg18547321,0.084439279,0.084,OLFM4,+,ENSG00000102837,23309,Distal Intergenic,EnhA18,None,TRUE,chr13:53566288,chr14:80358023
cg18562542,-0.208617081,-0.21,TNPO1,-,ENSG00000083312,97798,"Exon (uc011csj.1/3842, exon 20 of 23)",TxEx1,None,TRUE,chr5:72195847,chr13:99620123
cg18563768,-0.049807196,-0.05,ADAMTS6,+,ENSG00000049192,333142,"Exon (uc003jto.4/11174, exon 13 of 25)",EnhA1,None,TRUE,chr5:64558643,chr13:105188087
cg18586457,-0.191159502,-0.19,ZNF827,-,ENSG00000151612,62790,3' UTR,TxEx2,None,FALSE,chr4:146682511,chr8:81713804
cg18611872,-0.115988121,-0.12,PHF21A,+,ENSG00000135365,175595,Promoter (<=1kb),TSS2,None,FALSE,chr11:46143392,chr2:92023620
cg18636161,-0.012518256,-0.013,MIR4318,+,ENSG00000266530,81,Distal Intergenic,Quies1,None,TRUE,chr18:35615006,chr18:26411633
cg18679961,0.162670802,0.16,MIR4432,-,ENSG00000266078,84,Distal Intergenic,EnhWk5,None,TRUE,chr2:60151678,NA
cg18728528,-0.16779565,-0.17,CASZ1,+,ENSG00000130940,160068,"Intron (uc001aro.4/54897, intron 2 of 20)",EnhA17,None,TRUE,chr1:10794579,chr4:148234963
cg18742227,0.04653482,0.047,NRG2,-,ENSG00000158458,196521,"Exon (uc003lev.2/9542, exon 5 of 11)",ReprPC6,None,TRUE,chr5:139245191,chr18:36192047
cg18809749,0.02607043,0.026,NIPBL,+,ENSG00000164190,189061,"Exon (uc003jkk.4/25836, exon 46 of 46)",Tx7,None,TRUE,chr5:37063967,chr15:8242249
cg18856548,-0.025859191,-0.026,FLI1,+,ENSG00000151702,126733,"Intron (uc010sbt.2/2313, intron 2 of 6)",TxEnh5,None,TRUE,chr11:128636241,chr9:32275142
cg19034003,0.0229017,0.023,OGFRP1,+,NA,5110,Distal Intergenic,EnhWk2,None,FALSE,chr22:42685919,chr15:82747947
cg19057807,0.194765512,0.19,EHBP1,+,ENSG00000115504,372636,"Intron (uc010fcp.3/23301, intron 19 of 22)",TxEx3,None,TRUE,chr2:63223905,chr11:21953430
cg19111172,0.00767711,0.0077,CREB5,+,ENSG00000146592,526572,"Intron (uc003szo.3/9586, intron 1 of 9)",TSS2,PRC2,FALSE,chr7:28448925,chr6:53237250
cg19134574,0.181597383,0.18,CTDSPL2,-,ENSG00000137770,99569,Promoter (<=1kb),PromF4,None,FALSE,chr15:44719853,chr2:121782235
cg19150413,-0.142109696,-0.14,PNISR,-,ENSG00000132424,25367,"Exon (uc003ppo.4/25957, exon 11 of 12)",TxEx2,None,TRUE,chr6:99850496,chr4:21798674
cg19217984,-0.097532031,-0.098,SLITRK5,+,ENSG00000165300,7001,"Exon (uc001vln.3/26050, exon 2 of 2)",BivProm1,PRC2,TRUE,chr13:88329959,chr14:112080486
cg19223789,0.078642521,0.079,HDAC9,-,ENSG00000048052,501624,"Intron (uc003sue.3/9734, intron 21 of 25)",EnhA5,None,TRUE,chr7:18886617,NA
cg19302617,-0.019369039,-0.019,RPS19,+,ENSG00000105372,11497,Promoter (<=1kb),PromF3,None,TRUE,chr19:42364868,NA
cg19381443,0.069950086,0.07,PRRC2B,+,ENSG00000130723,52994,5' UTR,Tx4,None,TRUE,chr9:134305528,chr2:32038028
cg19446259,0.039900708,0.04,CDK16,+,ENSG00000102225,11867,"Exon (uc011mli.2/5127, exon 4 of 16)",TxEx2,None,TRUE,chr23:47084053,chr20:20271433
cg19453411,0.001100098,0.0011,RNF220,-,ENSG00000187147,246437,"Intron (uc001clv.1/55182, intron 2 of 14)",EnhA19,None,TRUE,chr1:45002349,NA
cg19477942,0.087544815,0.088,DSCAM,+,ENSG00000171587,834697,"Exon (uc002yyq.1/1826, exon 3 of 33)",HET1,None,TRUE,chr21:42064785,chr16:97260554
cg19482025,-0.000992484,-0.00099,SENCR,-,ENSG00000254703,4352,"Intron (uc010sbt.2/2313, intron 1 of 6)",BivProm3,PRC2,TRUE,chr11:128562245,chr9:32350707
cg19502209,0.042670464,0.043,TMEM174,+,ENSG00000164325,1948,Distal Intergenic,ReprPC1,PRC2,TRUE,chr5:72596001,chr13:99273899
cg19520890,0.085324513,0.085,ARID4A,+,ENSG00000032219,75230,"Intron (uc001xdo.3/5926, intron 16 of 23)",TxEx2,None,TRUE,chr14:58818207,NA
cg19615432,0.099958909,0.1,MIR2113,-,ENSG00000238367,89,Promoter (9-10kb),EnhA18,None,TRUE,chr6:98463074,chr4:23563436
cg19646346,0.018458053,0.018,RNF103-CHMP3,+,ENSG00000249884,217693,"Exon (uc002srm.3/7844, exon 2 of 2)",TxEx2,None,TRUE,chr2:86831617,chr6:71459783
cg19778148,0.107782967,0.11,DICER1,-,ENSG00000100697,8702,Distal Intergenic,EnhWk3,None,TRUE,chr14:95474971,chr12:105873228
cg19888626,0.052098983,0.052,MYO18A,+,ENSG00000196535,48214,"Intron (uc010wbc.1/399687, intron 15 of 36)",TxEnh5,None,TRUE,chr17:27435979,chr11:77644257
cg19940576,0.213439472,0.21,HS2ST1,-,ENSG00000153936,195347,Promoter (<=1kb),PromF4,None,FALSE,chr1:87380705,chr3:144232835
cg19961390,0.039171945,0.039,ZSWIM5,-,ENSG00000162415,190175,"Exon (uc001cnd.2/57643, exon 14 of 14)",DNase1,None,TRUE,chr1:45484670,chr4:116659393
cg20059238,0.188153719,0.19,WDPCP,+,ENSG00000143951,467333,"Intron (uc002scf.3/51057, intron 2 of 11)",EnhA20,None,TRUE,chr2:63661851,chr11:21594335
cg20076842,-0.060937963,-0.061,LINC00693,+,NA,183060,Promoter (<=1kb),BivProm1,PRC2,FALSE,chr3:28617743,chr9:117781830
cg20205134,-0.014532009,-0.015,PAX7,+,ENSG00000009709,117861,"Intron (uc001bay.3/5081, intron 7 of 7)",BivProm3,None,TRUE,chr1:19050513,NA
cg20237793,-0.226056858,-0.23,LINC01012,+,ENSG00000281706,16188,"Exon (uc021yqr.1/uc021yqr.1, exon 1 of 1)",BivProm2,None,TRUE,chr6:27599252,chr13:21988847
cg20257486,-0.013444716,-0.013,NRXN3,-,ENSG00000021645,1697918,"Intron (uc001xum.2/9369, intron 13 of 20)",Acet3,None,TRUE,chr14:79439229,NA
cg20316422,0.12469309,0.12,RBM39,+,ENSG00000131051,29198,5' UTR,TxEx1,None,TRUE,chr20:34317445,chr2:155993482
cg20346209,-0.034663244,-0.035,NOVA1,+,ENSG00000139910,151872,"Intron (uc001wpy.3/4857, intron 2 of 4)",EnhWk4,None,TRUE,chr14:27019047,chr12:47867438
cg20529220,-0.021867898,-0.022,KLHL29,+,ENSG00000119771,323186,"Intron (uc010ykg.2/114818, intron 5 of 13)",ReprPC6,None,TRUE,chr2:23880442,chr12:5131348
cg20530055,0.023630087,0.024,FBXL17,-,ENSG00000145743,523066,"Exon (uc011cvc.2/64839, exon 6 of 9)",TxWk1,None,TRUE,chr5:107521920,chr17:63706199
cg21087043,-0.065909529,-0.066,DCX,-,ENSG00000077279,118413,Promoter (<=1kb),EnhA17,None,TRUE,chr23:110655366,chr20:140367613
cg21230342,0.046343107,0.046,TJP1,-,ENSG00000104067,122350,"Exon (uc010azl.3/7082, exon 26 of 27)",TxEx3,None,TRUE,chr15:29996370,chr7:72444560
cg21347683,0.14347919,0.14,NAA25,+,ENSG00000111300,82143,"Exon (uc001ttn.4/80018, exon 15 of 24)",TxEx2,None,TRUE,chr12:112487342,NA
cg21381839,-0.025622512,-0.026,MECP2,-,ENSG00000169057,75925,"Exon (uc004fjv.2/4204, exon 4 of 4)",TxEx3,None,TRUE,chr23:153296805,chr20:71281737
cg21421053,0.084159734,0.084,MAPKAP1,-,ENSG00000119487,269841,"Intron (uc010mwz.3/79109, intron 4 of 8)",EnhA17,None,TRUE,chr9:128277929,chr2:34412332
cg21484638,-0.016864928,-0.017,ZEB2,+,ENSG00000169554,136017,"Intron (uc002tvu.3/9839, intron 2 of 9)",EnhA2,None,TRUE,chr2:145262565,chr2:44953085
cg21589712,0.062357529,0.062,TBX18,+,ENSG00000112837,76093,"Exon (uc003pkl.2/9096, exon 8 of 8)",TxWk2,None,TRUE,chr6:85446550,NA
cg21610620,-0.005229838,-0.0052,PGS1,-,ENSG00000087157,45905,"Exon (uc002jvm.3/9489, exon 8 of 10)",TxEnh6,None,TRUE,chr17:76411043,chr11:117875971
cg21628751,0.118242222,0.12,CALU,+,ENSG00000128595,34132,5' UTR,TxEx1,None,TRUE,chr7:128394562,NA
cg21731503,0.034759441,0.035,CDC42BPA,+,ENSG00000143776,328261,"Exon (uc001hqr.3/8476, exon 13 of 36)",TxWk2,None,TRUE,chr1:227300460,chr1:182024228
cg21841556,-0.042453325,-0.042,PDIK1L,+,ENSG00000175087,14384,5' UTR,TxEnh4,None,TRUE,chr1:26440833,chr4:133840411
cg21913180,-0.000627912,-0.00063,ZNF618,+,ENSG00000157657,180314,"Exon (uc004bic.3/114991, exon 14 of 14)",TxEx3,None,FALSE,chr9:116811533,chr4:62793965
cg21917735,-0.036969925,-0.037,MIR4318,-,ENSG00000266530,81,Distal Intergenic,Quies1,None,TRUE,chr18:35276521,chr18:26063528
cg21950131,-0.222195154,-0.22,CUX2,-,ENSG00000111249,316531,Distal Intergenic,HET2,None,TRUE,chr12:111450199,chr5:122513718
cg21956144,0.020971278,0.021,CXXC5,+,ENSG00000171604,34163,Distal Intergenic,PromF5,None,FALSE,chr5:139088985,NA
cg21969265,0.009354394,0.0094,NOG,-,ENSG00000183691,1892,Distal Intergenic,Quies3,None,TRUE,chr17:54694925,NA
cg22062581,0.018497107,0.018,CNTFR,+,ENSG00000122756,38709,"Intron (uc003zur.2/415056, intron 3 of 4)",BivProm3,None,TRUE,chr9:34579341,chr4:41632011
cg22073073,0.175246822,0.18,ANK3,+,ENSG00000151150,707229,5' UTR,TxWk2,None,TRUE,chr10:61894113,chr10:69395159
cg22097793,-0.078017424,-0.078,SNX24,-,ENSG00000064652,163743,"Intron (uc003ktf.2/28966, intron 3 of 5)",EnhA15,None,TRUE,chr5:122314953,chr18:53521552
cg22210012,-0.050927177,-0.051,LINC01343,-,ENSG00000237290,5734,Distal Intergenic,EnhA18,None,TRUE,chr1:38736773,chr4:124132964
cg22263440,-0.045352853,-0.045,ZNF407,-,ENSG00000215421,434706,"Intron (uc002llw.2/55628, intron 7 of 7)",EnhWk4,None,TRUE,chr18:72737277,chr18:84411760
