CpG ID,Coefficient,Coefficient rounded,Symbol,strand,ENSEMBL,Gene Length,annotation,Chromatin State,PRC Binding Site,CpG Island,Human hg38,Mouse mm9
cg10890721,-0.003771043,-0.0038,MEX3C,-,ENSG00000176624,23132,"Exon (uc002lfc.4/51320, exon 2 of 2)",Tx4,None,TRUE,chr18:48702778,chr18:73750392
cg10975089,-0.071325035,-0.071,TLE1,-,ENSG00000196781,104999,"Intron (uc004aly.3/7088, intron 4 of 19)",TxEnh7,None,TRUE,chr9:84298418,chr4:71856807
cg11160066,-0.074752116,-0.075,VCAN,-,ENSG00000038427,110630,Promoter (<=1kb),PromF5,None,TRUE,chr5:82767580,chr13:89881941
cg11182416,-0.053944256,-0.054,CHD3,+,ENSG00000170004,27953,"Exon (uc002gjd.2/1107, exon 39 of 40)",TxEx3,None,TRUE,chr17:7814242,chr11:69158686
cg11224923,0.109430812,0.11,MVB12B,+,ENSG00000196814,180198,"Intron (uc004bqh.2/89853, intron 7 of 9)",TxWk1,None,TRUE,chr9:129224347,chr2:33627326
cg11243569,0.028696903,0.029,KLF7,-,ENSG00000118263,93109,"Exon (uc010zix.2/8609, exon 3 of 4)",TxEnh3,None,TRUE,chr2:207953249,chr1:64088955
cg11254527,0.10405731,0.1,ZMYM4,-,ENSG00000146463,152978,"Exon (uc001byt.3/9202, exon 26 of 30)",TxEx2,None,TRUE,chr1:35873695,chr4:126554937
cg11290280,-0.043650708,-0.044,MADD,+,ENSG00000110514,60656,"Exon (uc001ner.1/8567, exon 16 of 36)",TxEx2,None,TRUE,chr11:47310559,chr2:91004138
cg11304240,0.008556088,0.0086,CHST11,+,ENSG00000171310,305101,"Exon (uc001tky.3/50515, exon 3 of 3)",TxEx3,None,FALSE,chr12:105150870,chr5:141000077
cg11341452,0.079036522,0.079,PHF12,+,ENSG00000109118,45019,"Exon (uc010wbb.1/57649, exon 9 of 14)",TxEx2,None,TRUE,chr17:27238263,chr11:77838454
cg11413973,-0.01169212,-0.012,LINC00924,+,ENSG00000259134,74755,"Intron (uc002btn.3/145820, intron 3 of 6)",ReprPC4,None,TRUE,chr15:96032490,chr7:78343439
cg11499678,0.445294821,0.45,KLF7,+,ENSG00000118263,93109,"Exon (uc002vbz.2/8609, exon 1 of 4)",PromF4,PRC1,TRUE,chr2:208030241,chr1:64167524
cg11703808,0.030079895,0.03,EWSR1,+,ENSG00000182944,32518,5' UTR,TxEnh4,None,TRUE,chr22:29687554,chr11:4979521
cg11789731,-0.001963417,-0.002,PORCN,-,ENSG00000102312,11832,"Exon (uc004djr.1/64840, exon 14 of 14)",EnhWk6,None,TRUE,chr23:48378850,chr20:7771315
cg11804517,-0.133666999,-0.13,ZFHX3,-,ENSG00000140836,275749,Promoter (<=1kb),PromF5,PRC2,TRUE,chr16:73092997,chr8:111227575
cg11887397,0.075077658,0.075,SENP3-EIF4A1,-,NA,17016,5' UTR,TxEnh4,None,TRUE,chr17:7474806,NA
cg11945188,0.197392666,0.2,TNRC6B,+,ENSG00000100354,290992,"Exon (uc003aym.3/23112, exon 20 of 24)",TxEx2,None,TRUE,chr22:40708930,chr15:80748965
cg11948733,-0.02170989,-0.022,BOLA2,+,ENSG00000183336,649245,5' UTR,PromF2,None,TRUE,chr16:30106692,chr7:133921347
cg12034923,-0.035413597,-0.035,L3MBTL3,+,ENSG00000198945,122867,"Exon (uc003qbt.3/84456, exon 13 of 23)",Tx8,None,TRUE,chr6:130392226,chr10:26047538
cg12041712,-0.320493787,-0.32,ACADVL,+,ENSG00000072778,8143,"Exon (uc002gey.2/442898, exon 1 of 1)",TxEnh4,None,TRUE,chr17:7126682,chr11:69825562
cg12179399,0.030304128,0.03,RIMKLB,+,ENSG00000166532,101401,"Exon (uc009zgg.2/uc009zgg.2, exon 1 of 2)",TxEnh5,None,TRUE,chr12:8932033,NA
cg12211843,-0.010216599,-0.01,CAMTA2,-,ENSG00000108509,19379,5' UTR,PromF2,None,TRUE,chr17:4889561,chr11:70499923
cg12237348,0.286540583,0.29,KCNMA1,+,ENSG00000156113,768219,"Exon (uc001jxj.2/3778, exon 23 of 29)",TxWk2,None,TRUE,chr10:78704663,chr14:24183155
cg12243793,0.052807589,0.053,MSL1,+,ENSG00000188895,14256,5' UTR,TxEx1,None,TRUE,chr17:38282492,chr11:98660510
cg12314723,0.043558806,0.044,BTRC,+,ENSG00000166167,203289,"Exon (uc001kta.4/8945, exon 2 of 15)",TxEnh5,None,TRUE,chr10:103190160,chr19:45497681
cg12343411,0.030675682,0.031,RALGAPB,-,ENSG00000170471,52103,"Exon (uc010zvz.1/57148, exon 4 of 10)",Tx7,None,TRUE,chr20:37126063,chr2:158256220
cg12383724,-0.030402466,-0.03,DYRK1B,-,ENSG00000105204,8852,5' UTR,TxEnh3,None,TRUE,chr19:40322524,chr7:28966611
cg12609388,-0.119567204,-0.12,RBM14-RBM4,-,ENSG00000248643,28051,"Exon (uc009yrj.3/100526737, exon 3 of 3)",TxEx4,None,FALSE,chr11:66411178,chr19:4787784
cg12649161,0.018342962,0.018,AGAP1,-,ENSG00000157985,637712,"Intron (uc002vvs.3/116987, intron 11 of 17)",EnhA6,None,TRUE,chr2:236826332,chr1:91647678
cg12656548,0.184314222,0.18,GGNBP2,+,ENSG00000278311,41836,"Exon (uc002hna.3/79893, exon 7 of 10)",TxEx1,None,TRUE,chr17:34934608,chr11:84654930
cg12756474,0.267995883,0.27,TCF7L2,+,ENSG00000148737,217428,"Intron (uc001lac.4/6934, intron 4 of 13)",Tx3,None,TRUE,chr10:114879760,chr19:55963392
cg12764461,0.058474479,0.058,CAMKMT,-,ENSG00000143919,410689,"Intron (uc002rum.3/79823, intron 5 of 10)",EnhA17,None,TRUE,chr2:44934339,chr17:85793727
cg12882820,0.222831083,0.22,AKAP6,-,ENSG00000151320,503790,3' UTR,EnhWk4,None,TRUE,chr14:33203708,chr12:54172187
cg12942661,-0.044362884,-0.044,EBF1,+,ENSG00000164330,403866,"Exon (uc011ddw.2/1879, exon 6 of 14)",TxWk2,None,TRUE,chr5:158250237,chr11:44697403
cg12973314,0.046319229,0.046,CACNB1,+,ENSG00000067191,20428,5' UTR,TxEx3,None,TRUE,chr17:37341055,chr11:97871628
cg12977696,0.335969742,0.34,YWHAE,+,ENSG00000108953,55723,Promoter (<=1kb),PromF4,None,TRUE,chr17:1303516,chr11:75546417
cg13028279,0.05648989,0.056,SMUG1,+,ENSG00000123415,7538,Promoter (6-7kb),BivProm3,None,TRUE,chr12:54589715,chr15:102999616
cg13050201,-0.000837448,-0.00084,NR2F1,-,ENSG00000175745,10744,"Exon (uc003kkj.3/7025, exon 2 of 3)",BivProm2,PRC2,FALSE,chr5:92923631,chr13:78334941
cg13103407,0.00478109,0.0048,LCOR,-,ENSG00000196233,150610,"Exon (uc001kmr.3/84458, exon 8 of 9)",TxEx2,None,TRUE,chr10:98715304,NA
cg13106750,-0.018788733,-0.019,CDK16,-,ENSG00000102225,11867,5' UTR,TxEx1,None,TRUE,chr23:47083002,chr20:20270501
cg13156753,0.000310122,0.00031,EXOC7,+,ENSG00000182473,20859,"Exon (uc010dgv.2/23265, exon 5 of 16)",TxEx3,None,TRUE,chr17:74087312,chr11:116158973
cg13174473,-0.080785979,-0.081,EPHB2,-,ENSG00000133216,204493,"Intron (uc009vqj.1/2048, intron 2 of 16)",EnhA17,None,TRUE,chr1:23109109,chr4:136329217
cg13228972,0.173365294,0.17,TRIM41,+,ENSG00000146063,12546,Promoter (<=1kb),PromF3,None,FALSE,chr5:180651008,chr11:48630148
cg13475927,0.002277042,0.0023,CASZ1,-,ENSG00000130940,160068,Distal Intergenic,ReprPC2,None,TRUE,chr1:10894741,chr4:148146078
cg13494247,-0.032804124,-0.033,RBM14-RBM4,+,ENSG00000248643,28051,"Exon (uc009yrj.3/100526737, exon 3 of 3)",TxEx4,None,FALSE,chr11:66410934,chr19:4788028
cg13528652,0.670316465,0.67,SYNCRIP,+,ENSG00000135316,33668,"Exon (uc003pkz.2/10492, exon 10 of 10)",TxEx1,None,TRUE,chr6:86324674,chr9:88351176
cg13574034,0.038778977,0.039,PCBD2,+,ENSG00000132570,57527,"Intron (uc010jdz.3/84105, intron 2 of 3)",TxWk1,None,TRUE,chr5:134270766,chr13:55851832
cg13780795,0.048352962,0.048,SYNGAP1,-,ENSG00000197283,33620,3' UTR,TxEx3,None,TRUE,chr6:33415740,chr17:27103948
cg14157293,0.004203077,0.0042,CADM1,+,ENSG00000182985,335291,"Intron (uc001ppf.4/23705, intron 8 of 8)",TxWk2,None,TRUE,chr11:115047514,chr9:47658151
cg14182735,-0.044527082,-0.045,GALNT13,-,ENSG00000144278,582064,"Exon (uc002tyr.4/114805, exon 11 of 13)",EnhWk5,None,TRUE,chr2:155265538,chr2:54926351
cg14189107,0.0087339,0.0087,PEBP4,-,ENSG00000134020,214657,"Intron (uc003xcn.1/157310, intron 4 of 6)",BivProm3,None,TRUE,chr8:22639104,chr14:70394741
cg14193568,-0.018800978,-0.019,PRR7,+,ENSG00000131188,9492,5' UTR,PromF3,None,FALSE,chr5:176882113,chr13:55573430
cg14211535,0.116387368,0.12,HNRNPD,-,ENSG00000138668,18271,3' UTR,TxEx1,None,TRUE,chr4:83276127,chr5:100391196
cg14225468,-0.062287596,-0.062,AGPS,-,ENSG00000018510,151094,"Exon (uc002ull.2/8540, exon 18 of 20)",Tx6,None,TRUE,chr2:178386078,chr2:75747739
cg14365239,0.048777484,0.049,RBM26,+,ENSG00000139746,34793,Distal Intergenic,EnhA18,None,TRUE,chr13:79862223,chr14:105484279
cg14390750,0.039740246,0.04,SLIT2,-,ENSG00000145147,365554,"Exon (uc003gpr.1/9353, exon 4 of 37)",Tx2,None,TRUE,chr4:20270434,chr5:48391549
cg14443182,0.018114527,0.018,DNAJB5,-,ENSG00000137094,8793,"Intron (uc003zvs.4/25822, intron 3 of 4)",EnhA1,None,TRUE,chr9:34994200,NA
cg14548148,0.054263747,0.054,MLLT6,+,ENSG00000275023,9137,"Exon (uc010wdr.2/4302, exon 6 of 9)",TxEnh4,None,TRUE,chr17:36865786,chr11:97528440
cg14556391,-0.001391879,-0.0014,MSH2,+,ENSG00000095002,276305,"Exon (uc002rwb.3/56660, exon 2 of 2)",PromF5,None,FALSE,chr2:47748407,chr17:88145641
cg14625788,-0.066512351,-0.067,OBI1-AS1,-,ENSG00000234377,562471,"Intron (uc001vku.1/100874222, intron 5 of 5)",BivProm1,PRC2,TRUE,chr13:79183326,chr14:104872817
cg14736210,0.115504657,0.12,KCNB1,-,ENSG00000158445,110679,Promoter (<=1kb),BivProm3,None,FALSE,chr20:48098642,NA
cg14834629,0.060242566,0.06,SKOR2,+,ENSG00000215474,18061,"Intron (uc002lcx.4/uc002lcx.4, intron 1 of 2)",EnhA18,None,TRUE,chr18:45087792,chr18:76795147
cg14911432,0.002024565,0.002,RNF20,+,ENSG00000155827,29494,"Exon (uc004bbn.3/56254, exon 20 of 20)",TxEx2,None,TRUE,chr9:104324633,chr4:49668778
cg14935662,0.023520028,0.024,ZNF800,-,ENSG00000048405,21970,Promoter (<=1kb),PromF3,None,TRUE,chr7:127031566,chr6:28210733
cg15005306,0.00743542,0.0074,ZBTB16,-,ENSG00000109906,190967,"Intron (uc001pop.3/7704, intron 4 of 6)",EnhWk2,None,TRUE,chr11:114103496,chr9:48483589
cg15034063,0.019802335,0.02,DNMT3A,+,ENSG00000119772,109630,"Exon (uc002rgb.4/1788, exon 4 of 19)",TxEx2,None,TRUE,chr2:25470548,chr12:3896059
cg15103858,0.004942785,0.0049,SMAD3,-,ENSG00000166949,129339,Distal Intergenic,EnhWk4,None,TRUE,chr15:67199458,chr9:63728856
cg15215577,-0.003033835,-0.003,FGFR1,-,ENSG00000077782,57697,"Exon (uc011lbr.2/2260, exon 5 of 7)",TxEx3,None,TRUE,chr8:38280688,chr8:26673850
cg15479466,0.018499322,0.018,RUNX3,+,ENSG00000020633,35535,Distal Intergenic,ReprPC6,None,TRUE,chr1:25416583,chr4:134582228
cg15516023,0.14878226,0.15,ZNF384,+,ENSG00000126746,22899,"Exon (uc010sfh.2/171017, exon 8 of 11)","TxEx3,TxEx2",None,TRUE,chr12:6781650,chr6:124981736
cg15597107,0.141336753,0.14,CACNA2D2,+,ENSG00000007402,140662,Distal Intergenic,BivProm3,None,TRUE,chr3:50567845,chr9:107280516
cg15667675,-0.043604309,-0.044,RAP2C,+,ENSG00000123728,15138,5' UTR,PromF4,None,TRUE,chr23:131351164,chr20:48370943
cg15708887,-0.071820903,-0.072,TFEC,-,ENSG00000105967,33166,Distal Intergenic,Quies3,None,TRUE,chr7:115313964,chr6:16498312
cg15723635,0.079499268,0.079,ZFHX4,+,ENSG00000091656,186007,"Intron (uc003yau.2/79776, intron 4 of 10)",Tx2,None,TRUE,chr8:77720834,chr3:5358047
cg15810562,0.068351481,0.068,FOXP1,-,ENSG00000114861,629276,"Intron (uc003doi.3/27086, intron 1 of 14)",TxEnh2,None,TRUE,chr3:71103732,chr6:98967501
cg15846956,0.150553476,0.15,UNCX,-,ENSG00000164853,3960,Downstream (1-2kb),ReprPC1,PRC2,FALSE,chr7:1278150,NA
cg16078678,0.045914202,0.046,PATZ1,-,ENSG00000100105,20460,"Exon (uc003aks.3/23598, exon 3 of 3)",TxEnh4,None,TRUE,chr22:31737565,NA
cg16144055,-0.013335485,-0.013,BCOR,-,ENSG00000183337,126084,"Intron (uc004deo.4/54880, intron 1 of 13)",BivProm1,None,FALSE,chr23:40015045,chr20:11714642
cg16157434,-0.029029885,-0.029,LZTS1-AS1,-,ENSG00000253733,14686,Distal Intergenic,TxEnh7,None,TRUE,chr8:20153563,chr8:71701884
cg16198067,0.000401981,4.00E-04,LINC00461,-,ENSG00000245526,144024,"Exon (uc021ybe.1/645323, exon 3 of 3)",BivProm2,None,TRUE,chr5:87961957,chr13:83879194
cg16331496,0.010150041,0.01,MAP7D1,+,ENSG00000116871,24639,5' UTR,TxEnh4,None,TRUE,chr1:36640586,chr4:125915788
cg16578808,-0.039413208,-0.039,GALR1,+,ENSG00000166573,20089,Distal Intergenic,Quies2,None,TRUE,chr18:75794605,chr18:81878644
cg16620594,0.007020819,0.007,UBA3,+,ENSG00000144744,25644,5' UTR,TxEnh2,None,TRUE,chr3:69126992,chr6:97153511
cg16737995,-0.59852378,-0.6,CEP170,+,ENSG00000143702,130979,"Exon (uc021plo.1/9859, exon 14 of 20)",Tx6,None,TRUE,chr1:243319688,chr1:178680222
cg16745091,-0.003102554,-0.0031,CLASP1,+,ENSG00000074054,311701,5' UTR,TxEx2,None,TRUE,chr2:122176233,chr1:120428626
cg16781658,-0.005523199,-0.0055,ACIN1,+,ENSG00000100813,37050,"Intron (uc001wio.4/22985, intron 1 of 11)",TxEx4,None,TRUE,chr14:23537951,chr14:55269795
cg16787483,-0.067306804,-0.067,SLITRK5,-,ENSG00000165300,7001,"Exon (uc001vln.3/26050, exon 2 of 2)",ReprPC1,PRC2,TRUE,chr13:88328251,chr14:112078775
cg16801814,0.023216576,0.023,HNRNPH1,-,ENSG00000169045,10492,"Exon (uc011dgn.2/3187, exon 3 of 6)",TxEx1,None,TRUE,chr5:179044064,chr11:50197228
cg16920857,0.105284482,0.11,LMAN2L,-,ENSG00000114988,34147,"Exon (uc002swu.3/81562, exon 5 of 8)",TxEx2,None,TRUE,chr2:97377761,chr1:36485305
cg16951263,-0.088698186,-0.089,NR2F2,-,ENSG00000185551,6924,Downstream (<1kb),PromF5,PRC2,TRUE,chr15:96883653,chr7:77496663
cg16957078,-0.105155742,-0.11,LDB3,+,ENSG00000122367,49978,"Exon (uc001kdr.3/11155, exon 8 of 8)",TxWk2,None,TRUE,chr10:88459081,chr14:35375020
cg16972264,-0.017904662,-0.018,UBP1,+,ENSG00000153560,52069,"Exon (uc003cfq.4/7342, exon 8 of 16)",TxEx2,None,TRUE,chr3:33450189,chr9:113868593
cg17037231,-0.016620091,-0.017,ASIC4,-,ENSG00000072182,24603,"Intron (uc010fwi.2/55515, intron 1 of 4)",DNase1,PRC2,TRUE,chr2:220387027,chr1:75454633
cg17077229,0.009893865,0.0099,CACNA1A,-,ENSG00000141837,123892,5' UTR,HET8,None,TRUE,chr19:13428042,chr8:87068565
cg17158288,0.096777565,0.097,MSI1,-,ENSG00000135097,27851,Distal Intergenic,BivProm3,None,FALSE,chr12:120835719,NA
cg17184510,0.009495799,0.0095,ZDHHC9,+,ENSG00000188706,40298,"Exon (uc004euv.3/51114, exon 5 of 10)",Tx5,None,TRUE,chr23:128948768,chr20:45536332
cg17269062,0.095539011,0.096,TRIO,-,ENSG00000038382,365630,"Exon (uc003jff.3/7204, exon 49 of 57)",TxEnh4,None,TRUE,chr5:14492731,chr15:27673899
cg17355105,0.051793985,0.052,ATOH1,-,ENSG00000172238,1065,Distal Intergenic,Quies4,None,TRUE,chr4:94901235,chr6:64814740
cg17366467,0.143219932,0.14,TAF5,+,ENSG00000148835,21099,"Exon (uc001kwv.3/6877, exon 3 of 11)",Tx7,None,TRUE,chr10:105138095,NA
cg17526513,-0.014041418,-0.014,NR2F6,+,ENSG00000160113,13458,"Exon (uc002nfq.3/2063, exon 3 of 4)",PromF3,None,FALSE,chr19:17346367,chr8:73899707
cg17588371,-0.038349379,-0.038,NR2F1,+,ENSG00000175745,10744,"Intron (uc003kkj.3/7025, intron 1 of 2)",BivProm4,PRC2,TRUE,chr5:92922799,chr13:78335751
cg17599620,-0.010773905,-0.011,CLASP2,-,ENSG00000163539,221967,5' UTR,BivProm4,None,TRUE,chr3:33686785,NA
cg17638929,0.012736064,0.013,MBTD1,+,ENSG00000011258,82642,"Intron (uc002itr.4/54799, intron 4 of 16)",TxEx2,None,TRUE,chr17:49297685,chr11:93770256
cg17653914,-0.067281413,-0.067,GNAS,+,ENSG00000087460,71456,"Exon (uc002yaa.3/2778, exon 1 of 12)",PromF4,None,FALSE,chr20:57466893,chr2:174155908
cg17659732,-0.045446659,-0.045,TOX3,+,ENSG00000103460,108889,"Intron (uc002egw.2/27324, intron 2 of 6)",EnhWk8,None,TRUE,chr16:52500074,chr8:92796136
cg17696796,-0.492916372,-0.49,FGFR2,-,ENSG00000066468,120129,"Exon (uc001lfg.4/2263, exon 2 of 11)",TxEnh5,None,TRUE,chr10:123274656,chr7:137339711
cg17715428,0.035867472,0.036,EML6,+,ENSG00000214595,247008,"Exon (uc002ryb.4/400954, exon 16 of 41)",EnhWk3,None,TRUE,chr2:55106718,chr11:29709372
cg17780197,0.023629291,0.024,PPARG,-,ENSG00000132170,146872,"Exon (uc031rym.1/5468, exon 6 of 8)",EnhA3,None,TRUE,chr3:12447409,chr6:115413132
cg17921193,-1.460388414,-1.5,SMAD6,+,ENSG00000137834,79664,Promoter (<=1kb),TSS2,None,FALSE,chr15:66994488,chr9:63869943
cg17958658,0.10877574,0.11,ANAPC16,+,ENSG00000166295,374472,"Exon (uc001jso.2/9806, exon 1 of 11)",BivProm1,PRC2,FALSE,chr10:73847963,chr10:59569338
cg18075627,-0.059256362,-0.059,CIT,+,ENSG00000122966,118688,"Exon (uc001txh.2/11113, exon 27 of 39)",TxEx3,None,TRUE,chr12:120150487,chr5:116436580
cg18098851,0.057918653,0.058,USP9X,+,ENSG00000124486,150945,3' UTR,Tx7,None,TRUE,chr23:41091947,NA
cg18132535,1.10E-05,1.10E-05,PSD2,+,ENSG00000146005,48643,Distal Intergenic,EnhA7,None,FALSE,chr5:139139108,chr18:36093231
cg18232211,0.039024285,0.039,BOLA2,+,ENSG00000183336,649245,"Exon (uc002dvn.3/8448, exon 2 of 11)",BivProm2,None,TRUE,chr16:30021533,chr7:133992109
cg18298247,-0.081492814,-0.081,AGO3,+,ENSG00000126070,125381,"Exon (uc001bzp.3/192669, exon 19 of 19)",TxEx3,None,TRUE,chr1:36521326,chr4:126022737
cg18308438,-0.682876118,-0.68,SRF,-,ENSG00000112658,10325,Promoter (<=1kb),PromF4,None,FALSE,chr6:43139863,chr17:46692320
cg18384387,-0.051198401,-0.051,CNOT6L,-,ENSG00000138767,105982,"Exon (uc011ccd.2/246175, exon 12 of 12)",Tx5,None,TRUE,chr4:78641755,chr5:96506369
cg18384829,0.096197353,0.096,MEF2A,+,ENSG00000068305,150497,"Exon (uc002bve.3/4205, exon 5 of 12)",Tx6,None,TRUE,chr15:100211601,chr7:74413212
cg18387014,0.00025778,0.00026,EGR3,-,ENSG00000179388,5642,Promoter (<=1kb),PromF5,None,FALSE,chr8:22551091,chr14:70476622
cg18435088,0.031546589,0.032,MIR183,+,ENSG00000207691,110,Promoter (<=1kb),BivProm3,None,TRUE,chr7:129414779,chr6:30119683
cg18457527,0.008576141,0.0086,NCOA2,-,ENSG00000140396,291754,"Exon (uc011lfb.1/10499, exon 9 of 11)",TxEx2,None,TRUE,chr8:71036149,NA
cg18498870,0.063670959,0.064,SLC39A13,+,ENSG00000165915,61045,Promoter (<=1kb),TSS2,None,FALSE,chr11:47377041,chr2:90955287
cg18526971,-0.666740911,-0.67,NR2F1,+,ENSG00000175745,10744,"Exon (uc003kkj.3/7025, exon 1 of 3)",PromF5,PRC2,FALSE,chr5:92921153,chr13:78337419
cg18563768,-0.023553811,-0.024,ADAMTS6,+,ENSG00000049192,333142,"Exon (uc003jto.4/11174, exon 13 of 25)",EnhA1,None,TRUE,chr5:64558643,chr13:105188087
cg18766286,0.105171613,0.11,LCOR,-,ENSG00000196233,150610,"Exon (uc001kmr.3/84458, exon 8 of 9)",TxEx2,None,TRUE,chr10:98715237,chr19:41633328
cg18772668,-0.204879048,-0.2,SMAD6,+,ENSG00000137834,79664,Promoter (<=1kb),TSS2,None,FALSE,chr15:66994542,chr9:63869889
cg18821963,0.135869676,0.14,CELF6,+,ENSG00000140488,53958,5' UTR,BivProm3,PRC2,FALSE,chr15:72612024,chr9:59426375
cg18902591,-0.10931753,-0.11,BCAR3,+,ENSG00000137936,285364,Promoter (<=1kb),PromF4,PRC2,TRUE,chr1:94313203,chr3:121995875
cg18962324,-0.069825926,-0.07,RAB1A,-,ENSG00000138069,43448,Promoter (<=1kb),PromF4,None,FALSE,chr2:65357070,chr11:20101611
cg18963392,0.008652798,0.0087,MIR548AI,+,ENSG00000265226,278492,Distal Intergenic,EnhA17,None,TRUE,chr14:29859306,NA
cg18991750,0.094555287,0.095,CDK13,+,ENSG00000065883,146775,"Exon (uc003thh.4/8621, exon 4 of 14)",Tx6,None,TRUE,chr7:40038973,chr13:17856913
cg19002296,-0.015447563,-0.015,GLIS1,-,ENSG00000174332,227972,"Exon (uc001cvr.1/148979, exon 3 of 10)",ReprPC7,None,TRUE,chr1:54059927,chr4:107240959
cg19097839,-0.129619435,-0.13,APLP2,+,ENSG00000084234,74991,"Exon (uc001qfp.3/334, exon 7 of 17)",TxEnh4,None,FALSE,chr11:129993613,chr9:30975206
cg19156866,-0.013111994,-0.013,MECOM,+,ENSG00000085276,580277,"Intron (uc011bpj.1/2122, intron 1 of 16)",ReprPC6,None,TRUE,chr3:169194237,chr3:30221009
cg19302617,-0.038830463,-0.039,RPS19,+,ENSG00000105372,11497,Promoter (<=1kb),PromF3,None,TRUE,chr19:42364868,NA
cg19364802,0.002984061,0.003,BCOR,+,ENSG00000183337,46221,"Intron (uc004dem.4/54880, intron 1 of 14)",PromF5,None,FALSE,chr23:39954143,chr20:11654660
cg19415472,0.037350994,0.037,ATG4C,+,ENSG00000125703,81165,Distal Intergenic,ReprPC3,None,TRUE,chr1:63464998,chr4:99041561
cg19498246,-0.003860819,-0.0039,ZBTB20,-,ENSG00000181722,809181,"Exon (uc003ebi.3/26137, exon 4 of 5)",TxEx3,None,TRUE,chr3:114069492,chr16:43610672
cg19528948,-0.078922447,-0.079,LRMDA,+,ENSG00000148655,774608,"Intron (uc001jxi.3/83938, intron 1 of 5)",ReprPC4,None,TRUE,chr10:77697746,NA
cg19551787,-0.003965455,-0.004,EFNB1,+,ENSG00000090776,13167,"Intron (uc004dxd.4/1947, intron 1 of 4)",PromF5,None,TRUE,chr23:68052198,chr20:96334672
cg19761677,0.066924664,0.067,PSD2,+,ENSG00000146005,48643,Distal Intergenic,BivProm2,None,FALSE,chr5:139144223,chr18:36098427
cg19778765,0.055242429,0.055,LINC01568,+,ENSG00000258779,34592,Distal Intergenic,EnhA6,None,TRUE,chr16:73747842,chr8:110625583
cg19779456,-0.033318161,-0.033,MSH2,+,ENSG00000095002,276305,"Exon (uc002rwb.3/56660, exon 2 of 2)",TSS2,None,FALSE,chr2:47748384,NA
cg19803918,0.005717097,0.0057,NEUROG1,-,ENSG00000181965,1668,3' UTR,ReprPC1,PRC2,TRUE,chr5:134870273,chr13:56352150
cg19874047,0.032950778,0.033,CUX1,+,ENSG00000257923,442330,Promoter (<=1kb),PromF4,None,FALSE,chr7:101459292,chr5:137043128
cg19927064,0.519476633,0.52,CACNB3,+,ENSG00000167535,10812,5' UTR,PromF5,None,TRUE,chr12:49212702,chr15:98465589
cg19941852,0.151836584,0.15,MEF2A,-,ENSG00000068305,150497,"Exon (uc002bve.3/4205, exon 5 of 12)",Tx6,None,TRUE,chr15:100211575,chr7:74413238
cg20009013,0.091188306,0.091,WNT10B,-,ENSG00000169884,6519,"Intron (uc001rss.3/7480, intron 3 of 4)",BivProm2,PRC2,TRUE,chr12:49363447,chr15:98606529
cg20136571,-0.130606428,-0.13,INPP4A,-,ENSG00000040933,146176,"Exon (uc010yvj.1/3631, exon 26 of 26)",Tx5,None,TRUE,chr2:99198094,chr1:37460349
cg20194417,0.025707294,0.026,NPR2,+,ENSG00000159899,17323,"Exon (uc003zyd.3/4882, exon 9 of 22)",TxEx3,None,TRUE,chr9:35801923,chr4:43656207
cg20196134,-0.077580021,-0.078,EDN2,-,ENSG00000127129,5429,Distal Intergenic,BivProm1,None,TRUE,chr1:41832379,chr4:119955192
cg20306751,0.147637842,0.15,NAA15,+,ENSG00000164134,89260,Promoter (<=1kb),PromF4,PRC2,FALSE,chr4:140222696,chr3:51219965
cg20359134,-0.030174507,-0.03,NR2F1-AS1,+,ENSG00000237187,154105,Distal Intergenic,Acet5,None,TRUE,chr5:91970672,chr13:79485456
cg20376868,0.009130391,0.0091,IQCH,+,ENSG00000103599,247005,"Exon (uc002aqr.2/100506686, exon 6 of 6)",EnhA17,None,TRUE,chr15:67700264,chr9:63338564
cg20483513,0.068186017,0.068,LOC100130987,+,NA,73849,"Exon (uc001okq.3/23529, exon 3 of 3)",TxEnh6,None,TRUE,chr11:67132695,chr19:4222479
cg20654074,-0.001010353,-0.001,DLL4,+,ENSG00000128917,9728,"Intron (uc001zng.2/54567, intron 3 of 10)",BivProm1,None,FALSE,chr15:41223179,chr2:119153165
cg20804050,0.028654692,0.029,EN1,-,ENSG00000163064,6013,Promoter (<=1kb),BivProm2,None,FALSE,chr2:119605441,chr1:122498891
cg20819309,-0.037227291,-0.037,NR2F1,+,ENSG00000175745,10744,"Exon (uc003kkj.3/7025, exon 3 of 3)",BivProm2,PRC2,FALSE,chr5:92929486,NA
cg20849614,-0.012500614,-0.013,CASZ1,+,ENSG00000130940,160068,"Intron (uc001aro.4/54897, intron 1 of 20)",BivProm3,None,TRUE,chr1:10851933,chr4:148183133
cg20867091,-0.075665571,-0.076,MRM1,+,ENSG00000278619,7017,Distal Intergenic,PromF2,None,TRUE,chr17:35078256,chr11:84521939
cg20943240,-0.134951711,-0.13,ZFPM2,-,ENSG00000169946,485621,"Intron (uc003ymd.3/23414, intron 5 of 7)",Acet5,None,TRUE,chr8:106744572,NA
cg21045012,0.035799983,0.036,HECW2,+,ENSG00000138411,393359,"Exon (uc002utl.1/57520, exon 11 of 27)",TxEnh5,None,TRUE,chr2:197171262,chr1:53970135
